@relation keystroketouch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-14-weka.filters.unsupervised.attribute.Remove-R1-13-weka.filters.unsupervised.attribute.Remove-R1-13-weka.filters.unsupervised.attribute.Remove-R1-28

@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute user_id {1,2,3,4,5,6,7,8,9,10,20,21,24,25,26,27,28,29,35,36,37,38,40,41,50,51,53,54,55,65,66,68,69,70,71,73,80,81,82,83,84,85}

@data
0.340099,0.327049,0.23637,27
0.337624,0.434195,0.318981,27
0.339604,0.468443,0.3211,27
0.29802,0.414965,0.285681,27
0.233663,0.307164,0.217991,27
0.29802,0.34628,0.208646,27
0.321287,0.443691,0.277458,27
0.256436,0.415292,0.277676,27
0.286139,0.374025,0.247833,27
0.304455,0.427831,0.282348,27
0.323267,0.450055,0.273221,27
0.340099,0.365322,0.276679,27
0.269802,0.3496,0.236153,27
0.289604,0.403406,0.309637,27
0.291089,0.326722,0.20631,27
0.368317,0.417493,0.285681,27
0.319802,0.356807,0.302846,27
0.237624,0.220745,0.158993,27
0.29703,0.306648,0.235374,27
0.264851,0.314182,0.222571,27
0.293564,0.383194,0.249173,27
0.334653,0.290788,0.201638,27
0.306931,0.258037,0.166562,27
0.30396,0.303139,0.232259,27
0.382673,0.30651,0.246837,27
0.577228,0.389697,0.41231,28
0.583168,0.271885,0.213226,28
0.600495,0.349462,0.238271,28
0.588614,0.398916,0.319325,28
0.691584,0.337576,0.360756,28
0.543069,0.477751,0.294062,28
0.643069,0.460394,0.390598,28
0.60198,0.521029,0.398947,28
0.568317,0.441025,0.260201,28
0.592079,0.484957,0.258643,28
0.584158,0.556824,0.373994,28
0.508416,0.378188,0.281695,28
0.466832,0.306321,0.291944,28
0.616832,0.636879,0.372437,28
0.517822,0.486454,0.362313,28
0.64901,0.553315,0.431125,28
0.647525,0.399054,0.271789,28
0.65,0.343752,0.264438,28
0.587129,0.645206,0.369665,28
0.716832,0.451036,0.252757,28
0.652475,0.36097,0.222571,28
0.724752,0.275255,0.280791,28
0.566337,0.489963,0.274687,28
0.665842,0.403268,0.341598,28
0.588614,0.486454,0.334246,28
0.632178,0.48697,0.303968,28
0.581683,0.439339,0.247741,28
0.735149,0.298788,0.24852,28
0.665347,0.361486,0.273782,28
0.70396,0.345575,0.323126,28
0.619307,0.467739,0.409974,28
0.728713,0.568848,0.368108,28
0.612376,0.446031,0.420876,28
0.540099,0.584897,0.400939,28
0.480693,0.521407,0.349385,28
0.550495,0.490806,0.375895,28
0.780198,0.426473,0.38848,28
0.612376,0.452533,0.392156,28
0.677723,0.528563,0.477446,28
0.622277,0.51752,0.379353,28
0.670792,0.489121,0.379353,28
0.708911,0.504327,0.356862,28
0.748515,0.550133,0.446482,28
0.79703,0.398727,0.323344,28
0.709406,0.342909,0.333032,28
0.660891,0.354933,0.384586,28
0.863861,0.3984,0.386362,28
0.7,0.407758,0.349511,28
0.708416,0.490668,0.473084,28
0.783168,0.612366,0.479314,28
0.826733,0.594255,0.45617,28
0.484653,0.727461,0.57775,29
0.400495,0.537128,0.48978,29
0.443564,0.632012,0.523424,29
0.367327,0.554158,0.424988,29
0.40396,0.479436,0.420098,29
0.433663,0.655129,0.547347,29
0.414851,0.542788,0.45349,29
0.438119,0.417304,0.403711,29
0.44604,0.47677,0.452276,29
0.40495,0.552988,0.425549,29
0.370792,0.530437,0.495014,29
0.427228,0.550976,0.432557,29
0.424257,0.569691,0.496136,29
0.333663,0.584381,0.531773,29
0.415842,0.5346,0.487788,29
0.378713,0.560661,0.465079,29
0.365347,0.544612,0.433679,29
0.394059,0.479109,0.401065,29
0.367327,0.546297,0.442245,29
0.352475,0.601273,0.460842,29
0.334158,0.575867,0.483894,29
0.368317,0.641885,0.497258,29
0.396535,0.623824,0.525543,29
0.351485,0.586582,0.424552,29
0.375248,0.593412,0.404833,29
0.313366,0.634024,0.442806,29
0.328218,0.625836,0.539342,29
0.358911,0.450194,0.4329,29
0.370297,0.5834,0.514172,29
0.377723,0.567352,0.520184,29
0.346535,0.498667,0.453273,29
0.357921,0.489636,0.388915,29
0.370792,0.678988,0.496136,29
0.361386,0.647734,0.488566,29
0.39505,0.565012,0.462182,29
0.347525,0.485473,0.435454,29
0.350495,0.605625,0.461839,29
0.345545,0.498994,0.382125,29
0.361881,0.587891,0.460407,29
0.331683,0.55046,0.415082,29
0.339604,0.51303,0.453055,29
0.371782,0.648903,0.424209,29
0.326238,0.566698,0.371876,29
0.391089,0.73663,0.385457,29
0.310891,0.629861,0.3996,29
0.365347,0.574886,0.513954,29
0.35297,0.619145,0.379227,29
0.362871,0.63786,0.449036,29
0.326733,0.557994,0.397046,29
0.35297,0.596921,0.461621,29
0.354455,0.586067,0.405394,29
0.668317,0.3679,0.627094,35
0.520792,0.13503,0.322909,35
0.410891,0.142049,0.360321,35
0.474257,0.230618,0.558626,35
0.486139,0.277834,0.418758,35
0.383168,0.206897,0.329917,35
0.493069,0.297291,0.461529,35
0.499505,0.440937,0.514733,35
0.517327,0.345575,0.618528,35
0.473762,0.313667,0.552614,35
0.486139,0.369485,0.579559,35
0.454455,0.433818,0.658277,35
0.454455,0.328219,0.454177,35
0.416337,0.309503,0.434022,35
0.402475,0.521646,0.811693,35
0.416832,0.377673,0.622983,35
0.429208,0.344079,0.541586,35
0.469307,0.489875,0.599245,35
0.485149,0.316006,0.469659,35
0.434158,0.341739,0.493707,35
0.427228,0.282739,0.498723,35
0.506436,0.425441,0.665628,35
0.562376,0.53582,0.785308,35
0.469307,0.330369,0.459193,35
0.455446,0.406827,0.511836,35
0.50099,0.346745,0.57065,35
0.499505,0.401394,0.585789,35
0.483663,0.607033,0.814246,35
0.433663,0.493145,0.77341,35
0.438119,0.266225,0.391377,35
0.484653,0.498767,0.573514,35
0.44703,0.434988,0.648589,35
0.467327,0.394375,0.595477,35
0.367327,0.511018,0.816834,35
0.452475,0.364907,0.372872,35
0.533663,0.443503,0.627655,35
0.487129,0.513835,0.526414,35
0.504455,0.551215,0.744999,35
0.513861,0.325036,0.469877,35
0.44901,0.569276,0.659147,35
0.470297,0.452533,0.660613,35
0.480198,0.462406,0.656937,35
0.465842,0.364479,0.563298,35
0.479703,0.528613,0.755809,35
0.408416,0.384691,0.531898,35
0.427228,0.419782,0.716622,35
0.459406,0.30983,0.423556,35
0.49901,0.487108,0.831755,35
0.50297,0.528098,0.738552,35
0.461386,0.27811,0.408074,35
0.439109,0.322181,0.500498,35
0.45099,0.278488,0.412403,36
0.540099,0.179152,0.329138,36
0.472277,0.410097,0.792786,36
0.458416,0.137043,0.363435,36
0.207921,0.426058,0.571521,36
0.324752,0.565905,0.722291,36
0.361881,0.408927,0.739674,36
0.59802,0.34633,0.58177,36
0.431683,0.317364,0.581895,36
0.517327,0.388816,0.710702,36
0.467327,0.59721,0.856113,36
0.289604,0.428259,0.495014,36
0.503465,0.252515,0.522771,36
0.484158,0.334168,0.411281,36
0.486634,0.420209,0.649803,36
0.465347,0.438924,0.642451,36
0.537129,0.310912,0.415861,36
0.436139,0.412726,0.484547,36
0.529208,0.225285,0.398729,36
0.468812,0.343337,0.479222,36
0.572277,0.3089,0.525761,36
0.507426,0.422876,0.680642,36
0.448515,0.455816,0.649803,36
0.481188,0.45647,0.573639,36
0.45,0.478266,0.730764,36
0.379208,0.516212,0.830976,36
0.482178,0.42797,0.648589,36
0.522772,0.630616,0.81948,36
0.488614,0.632012,1,36
0.60495,0.326206,0.63345,36
0.74604,0.409682,0.641111,36
0.609406,0.335564,0.608062,36
0.510891,0.355876,0.544575,36
0.545545,0.352883,0.404272,36
0.582673,0.475701,0.693445,36
0.568812,0.319188,0.57065,36
0.579208,0.271746,0.544483,36
0.416832,0.246151,0.585136,36
0.529703,0.172649,0.348514,36
0.606931,0.391483,0.595351,36
0.444554,0.294624,0.527226,36
0.518317,0.393533,0.546041,36
0.60495,0.459463,0.694223,36
0.478218,0.386376,0.470873,36
0.557921,0.498667,0.603482,36
0.559406,0.353952,0.528783,36
0.584158,0.563151,0.657247,36
0.567822,0.432321,0.650925,36
0.588614,0.352782,0.490249,36
0.524752,0.353952,0.456731,36
0.559901,0.38937,0.558282,36
0.207921,0.191691,0.473335,37
0.190594,0.139382,0.317114,37
0.222772,0.427466,0.59968,37
0.148515,0.126516,0.364214,37
0.189109,0.075049,0.257212,37
0.158911,0.218921,0.468102,37
0.175743,0.180648,0.380693,37
0.176733,0.153746,0.382033,37
0.30495,0.271231,0.557068,37
0.267327,0.366869,0.641455,37
0.266337,0.195251,0.353622,37
0.320297,0.249107,0.344713,37
0.281683,0.120151,0.388823,37
0.265842,0.092267,0.326802,37
0.377723,0.151834,0.209207,37
0.336634,0.381421,0.732757,37
0.310396,0.296461,0.243814,37
0.333168,0.257521,0.702044,37
0.287624,0.2419,0.364867,37
0.25495,0.250931,0.435798,37
0.290099,0.116315,0.342502,37
0.310891,0.113976,0.269236,37
0.30297,0.195766,0.461403,37
0.268317,0.167505,0.372219,37
0.294554,0.398551,0.56828,37
0.259901,0.226367,0.359634,37
0.30198,0.118655,0.35219,37
0.34901,0.306045,0.613731,37
0.345545,0.157255,0.388045,37
0.386139,0.12483,0.321569,37
0.29802,0.25893,0.429786,37
0.309406,0.165681,0.255528,37
0.393069,0.184485,0.488256,37
0.351485,0.155431,0.352969,37
0.328218,0.239473,0.233348,37
0.34604,0.105134,0.311881,37
0.401485,0.282185,0.388915,37
0.281683,0.143734,0.364214,37
0.324257,0.189868,0.342502,37
0.361881,0.358354,0.743785,37
0.347525,0.214016,0.356737,37
0.372772,0.243812,0.625102,37
0.324257,0.207551,0.472556,37
0.324752,0.247648,0.636347,37
0.256436,0.265483,0.362749,37
0.270297,0.252188,0.505514,37
0.274257,0.345349,0.652139,37
0.331683,0.23043,0.545044,37
0.276733,0.33496,0.619743,37
0.29802,0.0874,0.420223,37
0.29901,0.125019,0.317893,37
0.333168,0.358958,0.558626,38
0.420792,0.350116,0.453398,38
0.39604,0.300146,0.442932,38
0.405446,0.382867,0.544483,38
0.370297,0.441075,0.596473,38
0.345545,0.481272,0.636313,38
0.399505,0.507936,0.593233,38
0.335644,0.578495,0.59968,38
0.334653,0.318534,0.390037,38
0.376733,0.491234,0.574853,38
0.40297,0.440509,0.684661,38
0.361386,0.483561,0.500247,38
0.419307,0.355964,0.526883,38
0.39604,0.334394,0.415986,38
0.376238,0.37117,0.542583,38
0.414851,0.410286,0.609058,38
0.375743,0.495258,0.573514,38
0.381188,0.58135,0.735747,38
0.387624,0.457966,0.465858,38
0.377228,0.46218,0.453147,38
0.383168,0.310346,0.440252,38
0.444059,0.492592,0.53688,38
0.517327,0.335237,0.473771,38
0.477723,0.515043,0.724409,38
0.439604,0.325552,0.411188,38
0.415347,0.370843,0.486356,38
0.393564,0.331728,0.423774,38
0.415347,0.627761,0.672947,38
0.442574,0.444018,0.741231,38
0.419307,0.405091,0.551274,38
0.459901,0.444861,0.609837,38
0.425743,0.526324,0.630084,38
0.494059,0.240026,0.428881,38
0.493069,0.362467,0.649367,38
0.443069,0.302485,0.460968,38
0.381683,0.307491,0.497944,38
0.405941,0.38947,0.525761,38
0.441089,0.223462,0.348171,38
0.425248,0.421379,0.586224,38
0.482673,0.33379,0.455609,38
0.369307,0.409871,0.542114,38
0.468317,0.508452,0.746213,38
0.419802,0.123006,0.203756,38
0.432673,0.309503,0.514641,38
0.50099,0.544247,0.666717,38
0.45,0.344506,0.542021,38
0.432178,0.385534,0.669522,38
0.488614,0.36795,0.358947,38
0.472772,0.254528,0.433461,38
0.428218,0.596229,0.793313,38
0.418812,0.370239,0.570742,38
0.216832,0.090582,0.262445,40
0.20297,0.241712,0.456295,40
0.183168,0.285921,0.630335,40
0.212376,0.084218,0.262445,40
0.240099,0.353537,0.489688,40
0.180693,0.235624,0.527226,40
0.194554,0.148224,0.377578,40
0.280198,0.17597,0.57878,40
0.273267,0.331023,0.666189,40
0.137624,0.351097,0.663292,40
0.256931,0.334394,0.705159,40
0.248515,0.432233,0.655597,40
0.249505,0.348531,0.51629,40
0.231683,0.323351,0.65728,40
0.268317,0.331124,0.587782,40
0.250495,0.216066,0.529344,40
0.240099,0.151406,0.360103,40
0.206931,0.261873,0.503956,40
0.190099,0.343148,0.579216,40
0.20297,0.146727,0.406081,40
0.242079,0.328684,0.756713,40
0.222277,0.398828,0.671733,40
0.195545,0.458809,0.821506,40
0.269802,0.278249,0.631114,40
0.212376,0.266137,0.386018,40
0.244059,0.297064,0.389694,40
0.278713,0.221588,0.487695,40
0.234653,0.351097,0.665628,40
0.208911,0.250415,0.372654,40
0.308911,0.412763,0.820292,40
0.223762,0.216582,0.423338,40
0.242079,0.314094,0.426327,40
0.216832,0.4532,0.567409,40
0.178218,0.560849,0.743006,40
0.240594,0.299303,0.413089,40
0.247525,0.335237,0.382468,40
0.231188,0.271746,0.34138,40
0.220792,0.377446,0.400814,40
0.239109,0.492164,0.744346,40
0.222772,0.204885,0.223911,40
0.239109,0.380012,0.55227,40
0.169802,0.232442,0.299296,40
0.196535,0.280777,0.361535,40
0.196535,0.407431,0.54414,40
0.243069,0.380201,0.572299,40
0.20198,0.471864,0.463614,40
0.255941,0.347776,0.421437,40
0.279703,0.359285,0.532895,40
0.265347,0.404437,0.428228,40
0.312376,0.363636,0.530558,40
0.25396,0.407758,0.496822,40
0.811881,0.573716,0.670175,41
0.587129,0.369346,0.351503,41
0.625743,0.433868,0.423648,41
0.885149,0.435503,0.461964,41
0.688119,0.559164,0.628091,41
0.774752,0.501384,0.44536,41
0.801485,0.50288,0.506041,41
0.686139,0.466947,0.4153,41
0.795545,0.512426,0.523299,41
0.785644,0.587098,0.59968,41
0.735644,0.478455,0.420098,41
0.679703,0.477474,0.473988,41
0.611881,0.491837,0.561615,41
0.668317,0.563704,0.531647,41
0.696535,0.582885,0.566287,41
0.806436,0.602493,0.547347,41
0.826238,0.71179,0.652013,41
0.807921,0.644413,0.670954,41
0.758911,0.653582,0.644008,41
0.730198,0.603147,0.484547,41
0.777228,0.555516,0.510714,41
0.758911,0.529268,0.479096,41
0.632178,0.496,0.433897,41
0.616337,0.67202,0.573514,41
0.708911,0.621397,0.557814,41
0.74901,0.613485,0.534544,41
0.760891,0.605298,0.610147,41
0.831188,0.553504,0.480653,41
0.826238,0.606467,0.517287,41
0.848515,0.648576,0.626408,41
0.778713,0.59028,0.55258,41
0.89901,0.649608,0.542114,41
0.806436,0.65728,0.636313,41
0.8,0.501195,0.47187,41
0.864356,0.467601,0.394927,41
0.924752,0.466431,0.409849,41
0.973267,0.602493,0.578747,41
0.965842,0.553177,0.463614,41
0.930693,0.644413,0.665377,41
0.923762,0.631874,0.620613,41
0.953465,0.650262,0.599806,41
0.892079,0.698081,0.690765,41
0.843564,0.59711,0.534109,41
0.957426,0.514904,0.48978,41
0.920792,0.510879,0.483551,41
0.924257,0.558837,0.495357,41
0.894059,0.567025,0.467633,41
0.862871,0.66294,0.612048,41
0.920297,0.619007,0.535884,41
0.937624,0.591588,0.547347,41
0.85198,0.622327,0.644787,41
0.376238,0.081413,0.15432,50
0.4,0.084407,0.172139,50
0.418317,0.08174,0.126596,50
0.466337,0.08291,0.130272,50
0.385149,0.067515,0.12426,50
0.428218,0.080898,0.150427,50
0.357426,0.103122,0.166905,50
0.465842,0.115988,0.17136,50
0.421287,0.073037,0.150427,50
0.382178,0.105134,0.143636,50
0.432673,0.084407,0.13996,50
0.419802,0.092267,0.170581,50
0.387129,0.114165,0.17002,50
0.40198,0.081225,0.125039,50
0.423267,0.087589,0.172917,50
0.439109,0.085576,0.173696,50
0.455941,0.092267,0.125817,50
0.462871,0.067188,0.135505,50
0.418812,0.105134,0.18572,50
0.419307,0.096946,0.168463,50
0.410891,0.087589,0.146751,50
0.442079,0.093437,0.162451,50
0.455941,0.081225,0.130272,50
0.485149,0.066019,0.105663,50
0.420297,0.101952,0.163229,50
0.384653,0.088243,0.135505,50
0.446535,0.097273,0.151205,50
0.403465,0.102795,0.145193,50
0.417822,0.090582,0.160115,50
0.458911,0.123849,0.178929,50
0.444059,0.101625,0.163229,50
0.40396,0.087589,0.131829,50
0.387129,0.074533,0.170581,50
0.357921,0.106304,0.183384,50
0.40495,0.076873,0.15566,50
0.327723,0.08291,0.140739,50
0.403465,0.089085,0.104105,50
0.312376,0.115661,0.178929,50
0.320792,0.115334,0.172139,50
0.287129,0.102795,0.193851,50
0.329703,0.094607,0.177372,50
0.356931,0.114165,0.163229,50
0.320792,0.11131,0.162451,50
0.40495,0.109813,0.193072,50
0.340099,0.103122,0.15566,50
0.338614,0.099613,0.125817,50
0.401485,0.090582,0.165348,50
0.326238,0.103964,0.156439,50
0.343564,0.100782,0.162451,50
0.334653,0.097273,0.147529,50
0.345545,0.104291,0.167684,50
0.34505,0.167782,0.18706,51
0.293069,0.19754,0.224472,51
0.247525,0.177655,0.194629,51
0.219307,0.344267,0.373559,51
0.319802,0.335853,0.269981,51
0.275743,0.248868,0.236714,51
0.258911,0.2622,0.290387,51
0.250495,0.228606,0.22469,51
0.244554,0.299303,0.341162,51
0.255941,0.300008,0.279359,51
0.257921,0.283582,0.39661,51
0.251485,0.317691,0.347392,51
0.271287,0.303655,0.273347,51
0.288119,0.364152,0.398947,51
0.276733,0.252842,0.256868,51
0.257921,0.296637,0.251074,51
0.30297,0.305856,0.23771,51
0.259901,0.250503,0.282256,51
0.241584,0.308988,0.369883,51
0.281683,0.259861,0.253753,51
0.273762,0.295278,0.296399,51
0.270792,0.257521,0.283035,51
0.189604,0.266879,0.300292,51
0.30297,0.359247,0.249048,51
0.260396,0.292939,0.333032,51
0.277723,0.394665,0.322314,51
0.276733,0.246013,0.21578,51
0.257426,0.38703,0.581334,51
0.241584,0.256352,0.28126,51
0.248515,0.274928,0.217338,51
0.292574,0.224443,0.20899,51
0.321782,0.230291,0.214223,51
0.285644,0.199879,0.202199,51
0.279703,0.230291,0.206653,51
0.281188,0.210734,0.223911,51
0.271287,0.210734,0.199084,51
0.259406,0.230618,0.191732,51
0.257921,0.214758,0.243504,51
0.205446,0.259207,0.198523,51
0.236139,0.22243,0.206653,51
0.228218,0.232115,0.244065,51
0.206436,0.217752,0.190953,51
0.182673,0.2338,0.191732,51
0.268812,0.272073,0.234377,51
0.240594,0.237636,0.234377,51
0.191584,0.205212,0.20142,51
0.190099,0.260376,0.260544,51
0.213366,0.213916,0.181266,51
0.228713,0.216582,0.221575,51
0.208416,0.251019,0.215002,51
0.251485,0.193515,0.190953,51
0.347525,0.199364,0.13862,53
0.873762,0.236467,0.147747,53
0.803465,0.216582,0.103544,53
0.850495,0.203388,0.11345,53
0.79802,0.195527,0.137281,53
0.55099,0.226782,0.126814,53
0.562376,0.213073,0.126035,53
0.660396,0.218079,0.151423,53
0.64604,0.211249,0.117905,53
0.630198,0.216255,0.147747,53
0.584158,0.211903,0.102766,53
0.59604,0.194358,0.14619,53
0.469307,0.233285,0.129711,53
0.45495,0.246994,0.148526,53
0.469802,0.232958,0.155317,53
0.6,0.214243,0.120023,53
0.507426,0.206382,0.111893,53
0.459901,0.193188,0.120802,53
0.499505,0.254012,0.151423,53
0.568812,0.217752,0.120023,53
0.5,0.104291,0.11479,53
0.44901,0.051982,0.065915,53
0.422277,0.06017,0.065915,53
0.528713,0.079401,0.092081,53
0.643564,0.074722,0.104105,53
0.745545,0.078558,0.119027,53
0.612871,0.049127,0.133948,53
0.677723,0.062509,0.097315,53
0.594059,0.074206,0.086069,53
0.45396,0.088758,0.107781,53
0.630693,0.078231,0.093639,53
0.637624,0.064849,0.086848,53
0.637129,0.078558,0.056227,53
0.59604,0.076219,0.115351,53
0.527723,0.062182,0.103327,53
0.468812,0.055491,0.098093,53
0.457426,0.075892,0.154881,53
0.476733,0.056661,0.092081,53
0.438614,0.07154,0.09286,53
0.521287,0.08291,0.119027,53
0.54505,0.069201,0.139181,53
0.508416,0.068031,0.133948,53
0.558911,0.057831,0.128715,53
0.590099,0.065691,0.071927,53
0.469307,0.07271,0.129493,53
0.489109,0.07037,0.119805,53
0.460396,0.064522,0.097315,53
0.460891,0.058673,0.081615,53
0.412376,0.065691,0.098093,53
0.447525,0.062182,0.129493,53
0.433663,0.065691,0.103327,53
0.296535,0.092921,0.086069,54
0.370297,0.091752,0.074263,54
0.389604,0.083564,0.098872,54
0.322772,0.193377,0.138277,54
0.382178,0.180648,0.082611,54
0.326733,0.198194,0.10722,54
0.4,0.149909,0.123699,54
0.352475,0.138024,0.086848,54
0.426733,0.152576,0.105102,54
0.314851,0.169794,0.102766,54
0.347525,0.182661,0.116347,54
0.34901,0.153419,0.094635,54
0.371782,0.163103,0.109556,54
0.356436,0.149909,0.084169,54
0.378713,0.163619,0.072923,54
0.389604,0.227109,0.148526,54
0.444554,0.185,0.096193,54
0.376238,0.200206,0.107438,54
0.388614,0.21794,0.122577,54
0.459406,0.122679,0.127593,54
0.493564,0.122679,0.11479,54
0.45396,0.106115,0.089184,54
0.426238,0.122679,0.098311,54
0.419307,0.096946,0.077378,54
0.411386,0.086746,0.095196,54
0.470792,0.13171,0.103544,54
0.49604,0.051982,0.095196,54
0.45495,0.087589,0.09152,54
0.467822,0.106631,0.121581,54
0.49604,0.104291,0.096754,54
0.456931,0.082067,0.098311,54
0.469802,0.068031,0.105663,54
0.428218,0.059327,0.083951,54
0.494554,0.084734,0.086848,54
0.477228,0.113322,0.066132,54
0.485644,0.126516,0.116908,54
0.472277,0.096104,0.078935,54
0.494059,0.207224,0.24718,54
0.528713,0.294813,0.271228,54
0.463861,0.251861,0.291944,54
0.523762,0.171995,0.257865,54
0.45297,0.16914,0.230702,54
0.521782,0.217098,0.278019,54
0.477723,0.185843,0.238832,54
0.539109,0.179994,0.22469,54
0.520792,0.210079,0.258987,54
0.526733,0.214243,0.275465,54
0.499505,0.202734,0.22335,54
0.525248,0.221776,0.247959,54
0.516832,0.224304,0.246402,54
0.479208,0.174989,0.22469,54
0.878713,0.380201,0.370879,55
0.84604,0.436346,0.397046,55
0.840099,0.437843,0.373994,55
0.865347,0.388716,0.359634,55
0.833663,0.417631,0.364867,55
0.868812,0.375522,0.359634,55
0.859901,0.434334,0.346052,55
0.879703,0.437516,0.343934,55
0.916832,0.395407,0.338701,55
0.980693,0.384037,0.346831,55
0.923762,0.420813,0.408291,55
0.944554,0.390401,0.355179,55
0.94505,0.346934,0.355958,55
0.958416,0.364668,0.380006,55
0.964356,0.33491,0.309637,55
0.99802,0.37117,0.372437,55
0.852475,0.403079,0.362749,55
0.903465,0.360316,0.375552,55
0.972772,0.395407,0.349946,55
0.907426,0.369346,0.365085,55
0.966337,0.4086,0.350725,55
0.918317,0.362467,0.362531,55
0.874257,0.345764,0.332471,55
0.941584,0.334583,0.292379,55
0.908416,0.376176,0.361752,55
0.94505,0.38371,0.334246,55
0.842079,0.352782,0.302067,55
0.890099,0.405607,0.403276,55
0.937624,0.357134,0.33191,55
0.924257,0.341601,0.322004,55
0.89505,0.386892,0.341037,55
0.850495,0.37234,0.36331,55
0.848515,0.311327,0.310759,55
0.822772,0.344594,0.32568,55
0.810891,0.331401,0.299514,55
0.849505,0.370328,0.338701,55
0.818812,0.341928,0.328234,55
0.836139,0.348619,0.323562,55
0.871782,0.339915,0.331131,55
0.921287,0.35531,0.323779,55
0.885149,0.341085,0.342377,55
0.819802,0.372013,0.348389,55
0.891089,0.348946,0.298174,55
0.863861,0.36097,0.338483,55
0.90099,0.358631,0.342938,55
0.837624,0.418474,0.360413,55
0.905941,0.356291,0.345835,55
0.841584,0.379031,0.358076,55
0.849505,0.330558,0.310977,55
0.868317,0.337765,0.316989,55
0.873762,0.343098,0.318328,55
0.205446,0.222103,0.116347,65
0.217822,0.220745,0.136502,65
0.186139,0.236982,0.105663,65
0.170297,0.21457,0.076599,65
0.168812,0.1544,0.052551,65
0.181188,0.270388,0.130707,65
0.227723,0.256867,0.073702,65
0.262376,0.246994,0.134944,65
0.175248,0.214758,0.095414,65
0.191584,0.271231,0.142514,65
0.194059,0.22243,0.107438,65
0.222277,0.196182,0.133387,65
0.198515,0.208721,0.099869,65
0.209406,0.250176,0.091738,65
0.198515,0.226782,0.111893,65
0.237129,0.246151,0.170238,65
0.208416,0.24966,0.183041,65
0.229208,0.201376,0.092517,65
0.215347,0.275067,0.159771,65
0.192079,0.310157,0.149522,65
0.181188,0.259861,0.138277,65
0.15198,0.289619,0.056662,65
0.163366,0.275394,0.116347,65
0.190594,0.247321,0.105881,65
0.209406,0.291769,0.145411,65
0.185149,0.22243,0.156656,65
0.259406,0.30646,0.17759,65
0.271287,0.36097,0.163883,65
0.205941,0.342066,0.187278,65
0.281188,0.36429,0.117344,65
0.237624,0.33706,0.142732,65
0.24901,0.285405,0.171795,65
0.198515,0.297291,0.161546,65
0.234653,0.327049,0.185159,65
0.191089,0.347399,0.162886,65
0.168812,0.315679,0.195282,65
0.217327,0.403595,0.181919,65
0.216832,0.308661,0.126253,65
0.203465,0.379358,0.154195,65
0.242079,0.320358,0.184037,65
0.239109,0.281896,0.144071,65
0.184158,0.320496,0.167123,65
0.225248,0.33374,0.152076,65
0.205446,0.351939,0.186934,65
0.213861,0.352593,0.178586,65
0.161386,0.341412,0.169677,65
0.205941,0.352593,0.164444,65
0.225248,0.380339,0.195843,65
0.216832,0.42563,0.170673,65
0.20198,0.355587,0.165222,65
0.277723,0.386376,0.201295,65
0.440594,0.614793,0.403276,66
0.39901,0.556824,0.314401,66
0.44604,0.635848,0.357825,66
0.427228,0.51537,0.278672,66
0.526238,0.534085,0.311412,66
0.511881,0.683478,0.320539,66
0.408416,0.619472,0.298266,66
0.490594,0.614793,0.336582,66
0.443069,0.657934,0.368635,66
0.527228,0.634678,0.355615,66
0.432673,0.670285,0.323001,66
0.469307,0.597575,0.298391,66
0.493069,0.527255,0.32331,66
0.472277,0.615309,0.37443,66
0.525743,0.643382,0.401936,66
0.444554,0.537455,0.298827,66
0.435644,0.617649,0.334464,66
0.459406,0.600757,0.343465,66
0.457921,0.62883,0.350164,66
0.483168,0.614466,0.329448,66
0.466337,0.580872,0.293376,66
0.517822,0.525243,0.302938,66
0.475248,0.563327,0.314309,66
0.486634,0.64591,0.374647,66
0.498515,0.645721,0.353714,66
0.471287,0.729612,0.37443,66
0.479208,0.638703,0.296491,66
0.50495,0.599587,0.324433,66
0.412871,0.807793,0.360069,66
0.506436,0.527393,0.266866,66
0.557921,0.514388,0.30082,66
0.491089,0.55495,0.348045,66
0.461881,0.543769,0.258082,66
0.471287,0.822018,0.377293,66
0.494554,0.689654,0.390783,66
0.54802,0.674637,0.357733,66
0.524752,0.497308,0.283906,66
0.548515,0.618303,0.285028,66
0.454455,0.625321,0.31842,66
0.49802,0.726103,0.379102,66
0.513861,0.647734,0.31976,66
0.564356,0.649935,0.373869,66
0.531683,0.709727,0.381781,66
0.494059,0.66294,0.364742,66
0.505941,0.806485,0.401249,66
0.511386,0.661959,0.357264,66
0.471782,0.746315,0.356829,66
0.478218,0.805969,0.413273,66
0.507426,0.696018,0.375769,66
0.539604,0.690874,0.422744,66
0.506931,0.666776,0.368292,66
0.214851,0.889017,0.315867,68
0.356931,0.808963,0.363402,68
0.276733,0.877321,0.370067,68
0.276733,0.634024,0.263751,68
0.315842,0.580357,0.260419,68
0.30396,0.764841,0.378105,68
0.366337,0.823188,0.392901,68
0.394059,0.760678,0.390473,68
0.400495,0.695502,0.307736,68
0.34901,0.692647,0.383339,68
0.320297,0.735272,0.371532,68
0.364356,0.743787,0.327112,68
0.335644,0.633182,0.329884,68
0.34604,0.749635,0.387793,68
0.422277,0.673932,0.350256,68
0.381683,0.820333,0.433554,68
0.313366,0.664575,0.32599,68
