@relation 'keystroke_strong_all'

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute downdown1 numeric
@attribute downdown2 numeric
@attribute downdown3 numeric
@attribute downdown4 numeric
@attribute downdown5 numeric
@attribute downdown6 numeric
@attribute downdown7 numeric
@attribute downdown8 numeric
@attribute downdown9 numeric
@attribute downdown10 numeric
@attribute downdown11 numeric
@attribute downdown12 numeric
@attribute updown1 numeric
@attribute updown2 numeric
@attribute updown3 numeric
@attribute updown4 numeric
@attribute updown5 numeric
@attribute updown6 numeric
@attribute updown7 numeric
@attribute updown8 numeric
@attribute updown9 numeric
@attribute updown10 numeric
@attribute updown11 numeric
@attribute updown12 numeric
@attribute pressure1 numeric
@attribute pressure2 numeric
@attribute pressure3 numeric
@attribute pressure4 numeric
@attribute pressure5 numeric
@attribute pressure6 numeric
@attribute pressure7 numeric
@attribute pressure8 numeric
@attribute pressure9 numeric
@attribute pressure10 numeric
@attribute pressure11 numeric
@attribute pressure12 numeric
@attribute pressure13 numeric
@attribute fingerarea1 numeric
@attribute fingerarea2 numeric
@attribute fingerarea3 numeric
@attribute fingerarea4 numeric
@attribute fingerarea5 numeric
@attribute fingerarea6 numeric
@attribute fingerarea7 numeric
@attribute fingerarea8 numeric
@attribute fingerarea9 numeric
@attribute fingerarea10 numeric
@attribute fingerarea11 numeric
@attribute fingerarea12 numeric
@attribute fingerarea13 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute meanxaccelaration numeric
@attribute meanyaccelaration numeric
@attribute meanzaccelaration numeric
@attribute velocity numeric
@attribute totaltime numeric
@attribute totaldistance numeric
@attribute user_id {100,101,102,103,104,105,200,201,202,203,300,301,302,303,400,401,402,403,404,500,501,502,503,600,601,602,603,604,605,700,701,702,800,801,802,900,1000,1001,1002,1003,1004,1100,1101,1103,1104,1105,1200,1201,1203,1204,1300,1301,1302,1303}

@data
102,120,110,118,139,102,126,118,121,93,99,93,118,579,303,221,549,657,528,406,536,473,326,504,294,477,183,111,431,518,426,280,418,352,233,405,201,0.2352,0.1872,0.2208,0.2496,0.1824,0.2832,0.1776,0.1488,0.3456,0.312,0.0624,0.3456,0.192,0.387097,0.290323,0.387097,0.419355,0.290323,0.387097,0.290323,0.225806,0.451613,0.419355,0.16129,0.322581,0.322581,112.230769,0.226338,0.334988,0.172636,7.758376,5.934121,0.833441,5494,371.730997,1105
112,104,102,118,117,104,157,126,96,101,133,70,91,533,400,195,793,722,788,419,702,473,239,211,262,421,296,93,675,605,684,262,576,377,138,78,192,0.36,0.4512,0.3312,0.3984,0.1152,0.2496,0.1536,0.1056,0.2544,0.1584,0.1488,0.2832,0.1536,0.419355,0.483871,0.354839,0.451613,0.258065,0.419355,0.258065,0.258065,0.354839,0.322581,0.322581,0.322581,0.322581,110.076923,0.243323,0.349876,0.032656,7.74111,5.973809,0.946226,5828,363.166478,1105
104,79,112,110,142,94,153,114,87,77,133,94,110,536,288,235,471,685,333,492,534,386,187,430,255,432,209,123,361,543,239,339,420,299,110,297,161,0.3456,0.36,0.3312,0.2496,0.192,0.312,0.1824,0.1536,0.3264,0.2688,0.1296,0.2976,0.1728,0.483871,0.387097,0.419355,0.322581,0.225806,0.322581,0.290323,0.225806,0.419355,0.322581,0.193548,0.354839,0.322581,108.384615,0.255508,0.330025,-0.256018,7.786358,5.919111,0.986107,4942,375.924701,1105
127,117,103,157,126,117,101,133,101,102,132,62,86,499,277,176,466,762,356,454,485,498,230,366,296,372,160,73,309,636,239,353,352,397,128,234,234,0.3216,0.264,0.24,0.1536,0.168,0.24,0.1248,0.1152,0.312,0.1968,0.1296,0.2592,0.1728,0.387097,0.451613,0.451613,0.322581,0.290323,0.419355,0.290323,0.225806,0.451613,0.322581,0.258065,0.354839,0.258065,112.615385,0.207508,0.344913,0.15499,7.85518,5.831377,1.022687,4951,369.814578,1105
78,119,112,93,133,187,125,103,102,141,130,101,101,459,262,254,555,583,643,536,678,439,178,310,265,381,143,142,462,450,456,411,575,337,37,180,164,0.1968,0.3648,0.3024,0.2592,0.144,0.1056,0.2352,0.1152,0.2688,0.1392,0.144,0.288,0.2832,0.258065,0.451613,0.354839,0.387097,0.258065,0.322581,0.354839,0.225806,0.451613,0.290323,0.258065,0.322581,0.387097,117.307692,0.218954,0.332506,0.350693,7.915588,5.712795,0.984695,5263,354.187212,1105
87,146,95,110,156,96,117,145,103,102,133,86,93,612,374,292,777,646,315,417,484,418,180,377,269,525,228,197,667,490,219,300,339,315,78,244,183,0.3216,0.2544,0.2544,0.1728,0.1008,0.336,0.1824,0.1584,0.3024,0.2256,0.2352,0.2304,0.1776,0.354839,0.419355,0.387097,0.258065,0.290323,0.419355,0.354839,0.290323,0.354839,0.483871,0.354839,0.322581,0.258065,113,0.227077,0.349876,0.050186,7.654113,6.10998,0.941388,5254,357.159517,1105
117,128,104,109,107,101,122,83,93,111,149,94,109,474,280,237,541,688,402,839,423,362,149,250,259,357,152,133,432,581,301,717,340,269,38,101,165,0.384,0.24,0.3216,0.2928,0.1536,0.192,0.12,0.0816,0.3072,0.168,0.2832,0.2496,0.1872,0.419355,0.387097,0.354839,0.387097,0.258065,0.387097,0.193548,0.225806,0.451613,0.322581,0.290323,0.354839,0.354839,109.769231,0.229292,0.337469,0.213441,7.620825,6.140287,1.128116,5013,372.228017,1105
94,116,101,137,109,93,125,155,94,93,126,102,109,613,399,287,868,761,368,549,622,434,194,360,285,519,283,186,731,652,275,424,467,340,101,234,183,0.2784,0.2784,0.2112,0.1728,0.2208,0.2256,0.12,0.1296,0.2832,0.12,0.1248,0.264,0.2304,0.387097,0.451613,0.354839,0.387097,0.258065,0.451613,0.322581,0.258065,0.451613,0.322581,0.290323,0.290323,0.387097,111.846154,0.204554,0.354839,-0.277232,7.443009,6.337383,0.885044,5849,374.650651,1105
128,119,101,134,158,85,125,133,121,102,123,86,124,628,317,343,1271,769,237,553,557,518,157,363,290,500,198,242,1137,611,152,428,424,397,55,240,204,0.3168,0.216,0.2544,0.1488,0.144,0.192,0.1344,0.2064,0.216,0.1344,0.144,0.2064,0.1776,0.322581,0.419355,0.354839,0.387097,0.225806,0.354839,0.225806,0.193548,0.387097,0.322581,0.258065,0.387097,0.322581,118.384615,0.191631,0.320099,0.127917,7.256779,6.514439,0.976238,6127,357.74572,1105
111,79,109,101,118,86,133,116,102,125,131,85,123,524,294,233,556,634,283,439,610,541,234,382,290,413,215,124,455,516,197,306,494,439,109,251,205,0.4416,0.3792,0.36,0.192,0.1968,0.2352,0.2016,0.096,0.2928,0.1632,0.0768,0.1968,0.2112,0.419355,0.419355,0.451613,0.290323,0.290323,0.419355,0.258065,0.16129,0.419355,0.322581,0.290323,0.225806,0.387097,109.153846,0.234092,0.334988,0.117627,7.493886,6.278276,0.94204,5143,365.80077,1105
130,95,94,101,99,112,116,110,86,109,133,94,124,612,233,247,467,596,347,472,431,381,156,272,231,482,138,153,366,497,235,356,321,295,47,139,137,0.3552,0.2928,0.3552,0.1296,0.1344,0.3216,0.1536,0.1488,0.2784,0.2352,0.1776,0.1584,0.144,0.451613,0.387097,0.483871,0.290323,0.193548,0.451613,0.290323,0.193548,0.451613,0.290323,0.225806,0.290323,0.258065,107.923077,0.221908,0.327543,-0.036984,7.418618,6.371776,1.123684,4569,359.237007,1105
95,87,102,113,102,95,124,125,101,78,156,117,109,931,416,249,1012,787,787,440,492,520,393,330,313,836,329,147,899,685,692,316,367,419,315,174,196,0.2784,0.3024,0.1728,0.1296,0.1296,0.288,0.1584,0.1152,0.1824,0.1536,0.1296,0.2304,0.2256,0.290323,0.451613,0.290323,0.387097,0.16129,0.419355,0.258065,0.225806,0.354839,0.225806,0.290323,0.419355,0.322581,108,0.192,0.315136,-0.423026,7.408765,6.386844,0.745422,6779,365.340553,1105
113,79,107,93,109,78,133,122,88,93,102,109,85,556,333,117,1284,819,345,472,576,506,454,351,327,443,254,10,1191,710,267,339,454,418,361,249,218,0.3312,0.2976,0.2688,0.5424,0.1392,0.312,0.2016,0.1296,0.3408,0.2496,0.1392,0.2928,0.1632,0.419355,0.483871,0.419355,0.225806,0.193548,0.451613,0.354839,0.193548,0.516129,0.290323,0.258065,0.290323,0.354839,100.846154,0.262154,0.342432,-0.258298,7.284347,6.506957,0.955553,6225,372.093748,1105
101,93,102,152,101,86,142,136,85,94,122,85,76,688,417,203,652,683,402,455,538,455,325,520,309,587,324,101,500,582,316,313,402,370,231,398,224,0.2112,0.2112,0.2064,0.36,0.0864,0.2064,0.1488,0.0912,0.3024,0.2592,0.0528,0.216,0.2064,0.290323,0.387097,0.387097,0.516129,0.129032,0.387097,0.258065,0.193548,0.451613,0.387097,0.193548,0.419355,0.322581,105.769231,0.1968,0.332506,-0.584105,8.465437,4.888108,0.798733,5723,355.571056,1105
92,94,109,94,125,102,101,125,78,94,123,102,109,608,451,257,476,667,388,494,522,486,222,362,298,516,357,148,382,542,286,393,397,408,128,239,196,0.2544,0.2448,0.2784,0.3264,0.1632,0.2352,0.1872,0.1008,0.5328,0.2016,0.0816,0.3504,0.168,0.419355,0.387097,0.387097,0.483871,0.290323,0.451613,0.322581,0.258065,0.580645,0.290323,0.225806,0.354839,0.322581,103.692308,0.240369,0.367246,-0.949681,8.55469,4.676601,0.901517,5340,370.427492,1105
76,68,77,86,69,85,76,68,109,85,94,94,76,583,383,428,408,776,373,406,575,525,505,658,285,507,315,351,322,707,288,330,507,416,420,564,191,0.192,0.2352,0.24,0.1872,0.1536,0.1344,0.1392,0.096,0.1344,0.1248,0.1824,0.2784,0.1632,0.225806,0.290323,0.322581,0.193548,0.258065,0.193548,0.225806,0.193548,0.290323,0.258065,0.258065,0.419355,0.354839,81.769231,0.173908,0.26799,-0.63977,7.665532,6.067701,0.688523,5981,357.270489,1105
69,93,102,101,92,93,84,108,86,77,93,110,76,439,420,555,407,1132,647,444,664,546,482,687,273,370,327,453,306,1040,554,360,556,460,405,594,163,0.1728,0.144,0.0912,0.2208,0.1584,0.1104,0.1296,0.1536,0.1536,0.1776,0.1296,0.1536,0.0816,0.258065,0.290323,0.225806,0.258065,0.16129,0.16129,0.258065,0.225806,0.193548,0.322581,0.258065,0.225806,0.193548,91.076923,0.144369,0.233251,-0.52646,7.851174,5.850554,0.63582,6772,348.716529,1105
111,144,79,93,117,70,109,114,95,134,85,77,77,439,271,960,464,679,391,368,691,443,216,269,294,328,127,881,371,562,321,259,577,348,82,184,217,0.2304,0.192,0.2112,0.192,0.1584,0.192,0.1632,0.1104,0.4272,0.1584,0.12,0.192,0.2016,0.354839,0.483871,0.387097,0.387097,0.258065,0.322581,0.258065,0.225806,0.451613,0.387097,0.322581,0.290323,0.354839,100.384615,0.196062,0.344913,-0.276012,8.59302,4.687536,0.930429,5562,365.714925,1105
110,85,62,125,94,101,125,117,102,102,110,68,94,578,214,171,536,582,229,412,452,427,164,236,262,468,129,109,411,488,128,287,335,325,62,126,194,0.216,0.216,0.2112,0.1584,0.1824,0.2304,0.1488,0.12,0.2208,0.2112,0.1584,0.144,0.1776,0.419355,0.322581,0.387097,0.483871,0.322581,0.354839,0.322581,0.258065,0.419355,0.451613,0.290323,0.290323,0.258065,99.615385,0.184246,0.352357,-0.301658,8.559927,4.751144,1.228769,4357,366.82794,1105
95,102,110,118,118,78,100,91,103,102,115,101,94,493,283,202,623,681,344,469,501,456,165,239,319,398,181,92,505,563,266,369,410,353,63,124,218,0.3072,0.2208,0.144,0.2112,0.1536,0.264,0.12,0.1152,0.3072,0.144,0.096,0.2016,0.288,0.419355,0.451613,0.258065,0.387097,0.290323,0.451613,0.225806,0.193548,0.451613,0.322581,0.290323,0.354839,0.483871,102.076923,0.197908,0.352357,-0.520152,8.608985,4.643646,1.128404,4869,376.329787,1105
104,62,93,117,134,110,117,129,120,84,107,117,109,654,495,203,516,599,228,483,407,540,167,259,292,550,433,110,399,465,118,366,278,420,83,152,175,0.3888,0.288,0.3504,0.3264,0.1728,0.1824,0.1152,0.0864,0.216,0.168,0.1056,0.1248,0.1392,0.387097,0.548387,0.354839,0.387097,0.225806,0.354839,0.225806,0.258065,0.387097,0.354839,0.225806,0.290323,0.193548,107.923077,0.204923,0.322581,-0.41041,8.673399,4.534802,1.114562,4952,363.894888,1105
78,93,109,119,141,77,126,101,120,117,114,111,116,529,392,617,467,663,220,474,468,486,190,279,285,451,299,508,348,522,143,348,367,366,73,165,174,0.2496,0.2544,0.2544,0.216,0.1728,0.168,0.1248,0.1344,0.3696,0.1344,0.1344,0.2064,0.1344,0.322581,0.290323,0.387097,0.322581,0.354839,0.322581,0.225806,0.193548,0.451613,0.322581,0.258065,0.322581,0.322581,109.384615,0.196431,0.315136,-0.862523,8.739688,4.347364,0.971557,5186,369.87173,1105
94,93,111,127,143,70,109,101,111,109,125,117,94,900,629,153,497,764,222,499,523,476,182,264,313,806,536,42,370,621,152,390,422,365,73,139,196,0.1632,0.2736,0.2352,0.4464,0.0912,0.2064,0.1152,0.168,0.2544,0.168,0.1344,0.2496,0.1872,0.193548,0.419355,0.419355,0.451613,0.258065,0.387097,0.258065,0.193548,0.451613,0.322581,0.225806,0.290323,0.322581,108,0.207138,0.322581,-0.913987,8.637796,4.544805,1.128516,5516,361.126365,1105
103,93,102,152,102,103,120,125,78,77,100,85,115,443,348,186,453,588,230,407,478,442,150,355,269,340,255,84,301,486,127,287,353,364,73,255,184,0.2112,0.4656,0.3552,0.2832,0.264,0.24,0.1584,0.1488,0.288,0.1728,0.0768,0.2736,0.1776,0.354839,0.516129,0.516129,0.387097,0.387097,0.290323,0.290323,0.225806,0.451613,0.258065,0.225806,0.354839,0.290323,104.230769,0.239631,0.349876,-0.753299,8.670832,4.505945,1.159395,4464,365.333827,1105
85,70,102,121,94,102,136,109,120,69,117,101,92,443,321,157,629,485,217,376,399,439,115,531,309,358,251,55,508,391,115,240,290,319,46,414,208,0.168,0.2688,0.192,0.2208,0.2592,0.288,0.2544,0.1776,0.1824,0.168,0.1152,0.216,0.1872,0.290323,0.354839,0.258065,0.322581,0.290323,0.387097,0.322581,0.290323,0.290323,0.322581,0.225806,0.258065,0.258065,101.384615,0.207508,0.297767,-0.93908,8.505551,4.776409,1.304035,4513,371.605361,1105
110,112,117,109,77,103,92,100,95,94,115,93,109,466,346,227,621,555,337,418,684,434,130,226,259,356,234,110,512,478,234,326,584,339,36,111,166,0.3456,0.2208,0.2064,0.2976,0.1296,0.1584,0.0864,0.1728,0.3408,0.1968,0.1872,0.1872,0.2544,0.548387,0.387097,0.322581,0.322581,0.290323,0.290323,0.225806,0.193548,0.451613,0.354839,0.290323,0.354839,0.290323,102,0.214154,0.332506,-0.333991,8.540681,4.775558,1.22562,4812,380.813557,1105
94,102,53,126,92,104,142,137,103,85,93,94,109,662,235,144,864,530,194,422,679,528,168,295,390,568,133,91,738,438,90,280,542,425,83,202,296,0.2736,0.1536,0.1824,0.1056,0.1728,0.1968,0.168,0.1632,0.2928,0.1392,0.1056,0.216,0.24,0.354839,0.387097,0.354839,0.354839,0.290323,0.354839,0.258065,0.258065,0.387097,0.225806,0.258065,0.322581,0.387097,102.615385,0.185354,0.322581,-0.182167,8.64651,4.583158,1.21534,5220,374.099763,1105
121,86,77,109,93,93,120,117,111,69,125,102,109,491,260,133,421,461,473,421,498,469,97,1001,287,370,174,56,312,368,380,301,381,358,28,876,185,0.336,0.2544,0.2208,0.2448,0.2112,0.288,0.1536,0.1728,0.168,0.1536,0.2064,0.2352,0.1968,0.290323,0.387097,0.354839,0.354839,0.322581,0.419355,0.258065,0.193548,0.290323,0.354839,0.290323,0.354839,0.322581,102.461538,0.218585,0.322581,-0.149937,8.749391,4.387386,1.347012,5121,393.200835,1105
142,87,109,126,109,117,118,120,103,94,54,54,86,426,275,119,430,592,262,396,472,477,131,270,461,284,188,10,304,483,145,278,352,374,37,216,407,0.2064,0.1632,0.2448,0.2448,0.2304,0.3024,0.1344,0.1968,0.3168,0.1776,0.1392,0.1824,0.144,0.354839,0.290323,0.419355,0.322581,0.322581,0.387097,0.290323,0.258065,0.419355,0.258065,0.290323,0.225806,0.290323,101.461538,0.2064,0.317618,-0.16314,8.606453,4.679605,1.342128,4397,370.807324,1105
95,94,94,125,110,102,76,110,86,102,118,87,125,462,463,248,531,578,248,574,487,429,130,329,291,367,369,154,406,468,146,498,377,343,28,211,204,0.336,0.3312,0.2016,0.2688,0.12,0.1728,0.0768,0.168,0.1536,0.1968,0.1968,0.288,0.2256,0.290323,0.580645,0.387097,0.387097,0.258065,0.387097,0.193548,0.225806,0.290323,0.354839,0.290323,0.419355,0.225806,101.846154,0.210462,0.330025,-0.289077,8.569642,4.72216,1.165957,4895,377.40382,1105
85,93,85,120,144,104,109,117,111,84,125,68,74,465,254,212,806,581,185,427,669,576,112,713,347,380,161,127,686,437,81,318,552,465,28,588,279,0.2016,0.12,0.2544,0.1488,0.1488,0.1824,0.1872,0.1392,0.1536,0.1008,0.1632,0.1632,0.2304,0.354839,0.290323,0.419355,0.451613,0.258065,0.322581,0.258065,0.225806,0.354839,0.322581,0.258065,0.290323,0.387097,101.461538,0.168738,0.322581,-0.224422,8.583742,4.717763,1.203538,5421,366.599275,1105
95,94,136,111,102,95,126,135,77,77,92,109,118,408,214,192,698,566,559,425,405,493,190,319,265,313,120,56,587,464,464,299,270,416,113,227,156,0.2928,0.1632,0.3216,0.1968,0.168,0.2832,0.192,0.2544,0.1536,0.1344,0.2016,0.264,0.144,0.419355,0.322581,0.451613,0.322581,0.290323,0.419355,0.354839,0.258065,0.258065,0.322581,0.322581,0.419355,0.258065,105.153846,0.213046,0.33995,-0.459756,8.545689,4.770861,1.047792,4852,366.197731,1105
102,103,46,110,133,70,117,111,86,90,116,93,94,505,308,198,1014,771,267,512,563,435,136,268,274,403,205,152,904,638,197,395,452,349,46,152,181,0.2688,0.144,0.1536,0.216,0.168,0.2016,0.1824,0.1776,0.3072,0.12,0.144,0.3696,0.2544,0.419355,0.193548,0.290323,0.290323,0.258065,0.354839,0.258065,0.258065,0.451613,0.258065,0.290323,0.387097,0.354839,97.769231,0.208246,0.312655,-0.436907,8.405524,5.0105,1.203916,5345,370.67558,1105
101,136,110,110,100,78,118,118,77,94,117,101,118,395,292,175,938,600,168,455,614,456,112,274,289,294,156,65,828,500,90,337,496,379,18,157,188,0.3408,0.264,0.3456,0.24,0.1296,0.408,0.1152,0.144,0.3408,0.2208,0.1728,0.3024,0.168,0.419355,0.580645,0.387097,0.290323,0.258065,0.419355,0.258065,0.258065,0.451613,0.387097,0.258065,0.387097,0.290323,106,0.245538,0.35732,-0.206247,8.541395,4.785123,1.379577,4886,366.406193,1105
77,104,101,137,70,86,110,147,69,70,132,94,95,574,397,212,1138,676,516,538,585,562,717,441,361,497,293,111,1001,606,430,428,438,493,647,309,267,0.3168,0.2496,0.2784,0.2064,0.1008,0.2736,0.144,0.1632,0.1872,0.1584,0.12,0.2064,0.24,0.354839,0.419355,0.387097,0.322581,0.225806,0.290323,0.258065,0.258065,0.354839,0.258065,0.225806,0.354839,0.354839,99.384615,0.203446,0.312655,-0.741051,6.009078,7.686205,0.705427,6812,386.022888,1105
104,111,94,136,75,78,103,125,85,117,117,85,110,757,436,464,811,778,700,362,757,481,209,448,249,653,325,370,675,703,622,259,632,396,92,331,164,0.3408,0.1872,0.3456,0.24,0.12,0.3696,0.2832,0.1536,0.192,0.1824,0.1488,0.2688,0.1872,0.451613,0.322581,0.387097,0.322581,0.258065,0.419355,0.354839,0.225806,0.419355,0.387097,0.290323,0.322581,0.322581,103.076923,0.232246,0.344913,-0.819508,5.578191,7.99333,0.767722,6562,365.12948,1105
103,118,110,111,109,86,129,124,128,101,111,93,93,756,509,329,599,625,381,422,558,570,147,461,280,653,391,219,488,516,295,293,434,442,46,350,187,0.4176,0.312,0.2352,0.1728,0.12,0.1824,0.2592,0.1632,0.1776,0.2544,0.2112,0.2256,0.192,0.354839,0.419355,0.258065,0.290323,0.258065,0.354839,0.290323,0.290323,0.290323,0.387097,0.290323,0.322581,0.354839,108.923077,0.224862,0.320099,-0.548594,7.495992,6.278149,0.944767,5730,365.674891,1105
104,111,100,103,100,93,108,117,103,77,102,136,94,642,494,339,727,741,235,487,573,1025,238,329,301,538,383,239,624,641,142,379,456,922,161,227,165,0.2832,0.3456,0.1536,0.2496,0.2352,0.216,0.1008,0.144,0.2256,0.1344,0.24,0.3216,0.1584,0.451613,0.387097,0.322581,0.354839,0.258065,0.290323,0.225806,0.193548,0.419355,0.225806,0.258065,0.354839,0.322581,103.692308,0.216,0.312655,-0.539052,7.712541,6.019484,0.875734,6225,353.622425,1105
103,120,94,101,86,61,136,111,95,101,110,77,85,553,461,258,609,627,778,447,586,587,138,609,574,450,341,164,508,541,717,311,475,492,37,499,497,0.3024,0.2928,0.2208,0.1488,0.1584,0.2064,0.1344,0.2256,0.2544,0.2064,0.2592,0.1632,0.12,0.322581,0.354839,0.290323,0.354839,0.225806,0.354839,0.258065,0.258065,0.419355,0.387097,0.322581,0.290323,0.258065,98.461538,0.207138,0.315136,-0.372344,7.733318,5.995047,0.934916,6312,367.707211,1105
121,111,110,126,110,85,125,117,95,61,93,85,115,626,473,338,527,702,317,499,554,590,203,487,347,505,362,228,401,592,232,374,437,495,142,394,262,0.3024,0.312,0.2928,0.1632,0.1728,0.2736,0.2064,0.2208,0.36,0.1632,0.168,0.1776,0.1968,0.322581,0.419355,0.451613,0.290323,0.354839,0.354839,0.225806,0.225806,0.451613,0.258065,0.258065,0.354839,0.354839,104.153846,0.231508,0.332506,-0.34122,7.8519,5.813904,0.874263,5778,361.671619,1105
102,127,101,94,101,87,108,109,102,94,108,77,110,616,444,335,502,633,599,428,568,582,148,388,270,514,317,234,408,532,512,320,459,480,54,280,193,0.3216,0.2304,0.3216,0.1488,0.2352,0.264,0.1152,0.1392,0.216,0.192,0.1776,0.1776,0.1056,0.419355,0.387097,0.387097,0.354839,0.16129,0.387097,0.258065,0.258065,0.419355,0.258065,0.258065,0.290323,0.322581,101.538462,0.203446,0.320099,-0.103987,7.832159,5.866669,0.969123,5623,361.403688,1105
94,127,85,93,125,95,101,118,86,93,118,93,101,515,525,310,493,573,331,399,381,545,130,363,291,421,398,225,400,448,236,298,263,459,37,245,198,0.2544,0.2544,0.1536,0.192,0.2112,0.2592,0.1872,0.1488,0.3744,0.1824,0.2832,0.2256,0.1584,0.354839,0.419355,0.290323,0.387097,0.322581,0.387097,0.290323,0.258065,0.419355,0.258065,0.290323,0.354839,0.258065,102.230769,0.221908,0.330025,-0.170552,7.829673,5.859717,1.097875,4957,364.607578,1105
121,126,94,95,109,85,169,109,103,85,109,83,76,506,460,243,439,621,214,637,499,491,150,333,385,385,334,149,344,512,129,468,390,388,65,224,302,0.3504,0.312,0.2208,0.2448,0.1632,0.2016,0.1632,0.1824,0.3264,0.1728,0.144,0.168,0.1488,0.322581,0.451613,0.419355,0.354839,0.258065,0.387097,0.258065,0.193548,0.419355,0.290323,0.225806,0.354839,0.258065,104.923077,0.215262,0.322581,-0.184814,7.710227,6.016698,1.119983,5054,376.813803,1105
128,103,86,94,117,77,141,109,96,101,85,85,109,1000,493,252,444,559,151,562,509,475,171,233,228,872,390,166,350,442,74,421,400,379,70,148,143,0.3024,0.2064,0.3168,0.2016,0.1968,0.3408,0.2544,0.1584,0.2064,0.1632,0.24,0.2208,0.1344,0.322581,0.290323,0.322581,0.354839,0.354839,0.451613,0.322581,0.290323,0.290323,0.322581,0.225806,0.419355,0.225806,102.384615,0.226338,0.322581,-0.340495,7.864722,5.813214,1.213301,5186,366.663902,1105
77,144,86,149,128,61,125,117,112,110,92,100,101,463,294,150,525,719,259,428,555,460,119,244,249,386,150,64,376,591,198,303,438,348,9,152,149,0.2832,0.2304,0.2688,0.1536,0.1824,0.2304,0.1632,0.12,0.1728,0.1728,0.1776,0.1536,0.2736,0.354839,0.354839,0.419355,0.225806,0.258065,0.419355,0.322581,0.193548,0.387097,0.290323,0.193548,0.290323,0.354839,107.846154,0.198646,0.312655,-0.191122,7.731234,5.998914,1.374361,4566,360.814793,1105
94,144,77,119,118,94,102,108,87,69,99,109,101,723,491,199,438,589,352,491,505,462,96,274,275,629,347,122,319,471,258,389,397,375,27,175,166,0.2592,0.3072,0.2112,0.1104,0.1872,0.2688,0.144,0.1392,0.1968,0.168,0.1344,0.1824,0.192,0.290323,0.419355,0.322581,0.290323,0.322581,0.354839,0.225806,0.258065,0.354839,0.322581,0.258065,0.322581,0.290323,101.615385,0.192369,0.310174,-0.277417,7.784781,5.917776,1.321155,4996,373.695529,1105
119,104,86,15,110,110,110,110,110,54,99,93,86,498,329,196,664,492,209,443,272,524,117,335,306,379,225,110,649,382,99,333,162,414,63,236,213,0.2592,0.2352,0.2736,0.048,0.2352,0.2352,0.2352,0.216,0.216,0.2448,0.2112,0.2112,0.1632,0.387097,0.387097,0.354839,0.193548,0.354839,0.419355,0.419355,0.258065,0.451613,0.322581,0.258065,0.354839,0.225806,92.769231,0.214154,0.337469,-0.336443,7.871893,5.812327,1.298234,4471,359.562816,1105
95,102,111,121,93,87,112,126,94,79,101,85,100,675,459,212,533,597,271,387,453,481,89,324,286,580,357,101,412,504,184,275,327,387,10,223,201,0.3408,0.2352,0.1776,0.2832,0.2112,0.312,0.2064,0.1584,0.2112,0.1968,0.4272,0.1872,0.1728,0.419355,0.387097,0.290323,0.354839,0.290323,0.451613,0.290323,0.193548,0.322581,0.322581,0.193548,0.225806,0.290323,100.461538,0.24,0.310174,-0.159433,7.93382,5.734689,1.373854,4867,375.709579,1105
127,112,103,151,112,70,125,117,70,76,94,85,86,689,461,168,829,639,247,528,615,491,127,401,319,562,349,65,678,527,177,403,498,421,51,307,234,0.2976,0.2544,0.3264,0.1488,0.2304,0.3312,0.1872,0.1728,0.2064,0.216,0.2304,0.264,0.1968,0.387097,0.354839,0.354839,0.290323,0.290323,0.451613,0.290323,0.225806,0.354839,0.354839,0.258065,0.354839,0.354839,102.153846,0.235569,0.332506,-0.390416,7.110284,6.707563,1.136767,5600,379.550041,1105
102,119,117,108,85,94,93,102,112,85,109,101,125,712,489,249,503,1305,286,488,444,543,159,259,271,610,370,132,395,1220,192,395,342,431,74,150,170,0.2688,0.2112,0.1536,0.2208,0.1872,0.3072,0.1872,0.1536,0.2064,0.216,0.2736,0.2064,0.2304,0.419355,0.290323,0.290323,0.290323,0.290323,0.516129,0.322581,0.193548,0.322581,0.290323,0.322581,0.290323,0.322581,104,0.217108,0.320099,-0.408327,7.501817,6.266224,1.055595,5833,376.4242,1105
86,126,78,118,126,104,101,93,104,70,125,61,94,570,439,124,424,734,259,471,444,480,98,270,293,484,313,46,306,608,155,370,351,376,28,145,232,0.3408,0.2352,0.3024,0.2208,0.2352,0.168,0.192,0.1824,0.2112,0.192,0.264,0.1584,0.2832,0.290323,0.322581,0.483871,0.354839,0.322581,0.290323,0.258065,0.225806,0.354839,0.419355,0.354839,0.354839,0.354839,98.923077,0.229662,0.337469,-0.313249,7.573332,6.174082,1.395196,4700,351.688087,1105
