@relation keystroketouch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute holdtime14 numeric
@attribute downdown1 numeric
@attribute downdown2 numeric
@attribute downdown3 numeric
@attribute downdown4 numeric
@attribute downdown5 numeric
@attribute downdown6 numeric
@attribute downdown7 numeric
@attribute downdown8 numeric
@attribute downdown9 numeric
@attribute downdown10 numeric
@attribute downdown11 numeric
@attribute downdown12 numeric
@attribute downdown13 numeric
@attribute updown1 numeric
@attribute updown2 numeric
@attribute updown3 numeric
@attribute updown4 numeric
@attribute updown5 numeric
@attribute updown6 numeric
@attribute updown7 numeric
@attribute updown8 numeric
@attribute updown9 numeric
@attribute updown10 numeric
@attribute updown11 numeric
@attribute updown12 numeric
@attribute updown13 numeric
@attribute pressure1 numeric
@attribute pressure2 numeric
@attribute pressure3 numeric
@attribute pressure4 numeric
@attribute pressure5 numeric
@attribute pressure6 numeric
@attribute pressure7 numeric
@attribute pressure8 numeric
@attribute pressure9 numeric
@attribute pressure10 numeric
@attribute pressure11 numeric
@attribute pressure12 numeric
@attribute pressure13 numeric
@attribute pressure14 numeric
@attribute fingerarea1 numeric
@attribute fingerarea2 numeric
@attribute fingerarea3 numeric
@attribute fingerarea4 numeric
@attribute fingerarea5 numeric
@attribute fingerarea6 numeric
@attribute fingerarea7 numeric
@attribute fingerarea8 numeric
@attribute fingerarea9 numeric
@attribute fingerarea10 numeric
@attribute fingerarea11 numeric
@attribute fingerarea12 numeric
@attribute fingerarea13 numeric
@attribute fingerarea14 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute user_id {1,2,3,4,5,6,7,8,9,10,20,21,24,25,26,27,28,29,35,36,37,38,40,41,50,51,53,54,55,65,66,68,69,70,71,73,80,81,82,83,84,85}

@data
0.396552,0.235556,0.217742,0.19888,0.238095,0.231481,0.470588,0.317757,0.188,0.292237,0.087143,0.522936,0.366492,0.211268,0.005488,0.059719,0.003244,0.013584,0.011611,0.008312,0.01275,0.038813,0.014235,0.039706,0.001505,0.104781,0.002373,0.005761,0.096786,0.003253,0.014002,0.018903,0.007789,0.011097,0.045719,0.014956,0.041799,0.001521,0.092926,0.003151,0.170507,0.417476,0.198795,0.323741,0.304878,0.257732,0.12782,0.325581,0.330097,0.3,0.309524,0.234375,0.231405,0.340909,0.242991,0.321429,0.175627,0.259259,0.170507,0.148148,0.170507,0.148148,0.185185,0.148148,0.222222,0.139785,0.21147,0.185185,0.297525,0.318345,0.218117,25
0.400862,0.271111,0.217742,0.212885,0.384615,0.231481,0.305147,0.350467,0.228,0.365297,0.1,0.490826,0.256545,0.220657,0.003233,0.057436,0.003171,0.035195,0.025107,0.015377,0.009376,0.068669,0.007951,0.029513,0.00068,0.033688,0.001605,0.003481,0.091614,0.003179,0.035286,0.028405,0.014864,0.009958,0.074492,0.008192,0.030247,0.000624,0.023909,0.003852,0.170507,0.291262,0.210843,0.266187,0.292683,0.268041,0.157895,0.197674,0.300971,0.163636,0.333333,0.195312,0.231405,0.238636,0.196262,0.178571,0.21147,0.111111,0.170507,0.111111,0.170507,0.074074,0.185185,0.111111,0.222222,0.175627,0.175627,0.148148,0.309901,0.252842,0.151423,25
0.392241,0.355556,0.201613,0.246499,0.230769,0.208333,0.334559,0.504673,0.2,0.324201,0.124286,0.394495,0.324607,0.187793,0.002506,0.067326,0.002876,0.066742,0.044259,0.021314,0.015727,0.057078,0.00538,0.016751,0.00068,0.040377,0.003559,0.002805,0.0942,0.003179,0.066092,0.051663,0.021107,0.015903,0.057017,0.005954,0.018342,0.000488,0.035741,0.004902,0.239631,0.281553,0.198795,0.280576,0.231707,0.206186,0.18797,0.255814,0.31068,0.190909,0.345238,0.203125,0.123967,0.25,0.261682,0.25,0.175627,0.111111,0.170507,0.148148,0.170507,0.148148,0.185185,0.148148,0.185185,0.103943,0.139785,0.185185,0.312376,0.258037,0.167341,25
0.224138,0.24,0.209677,0.204482,0.322344,0.185185,0.341912,0.411215,0.3,0.273973,0.102857,0.394495,0.356021,0.356808,0.004887,0.050209,0.003097,0.052035,0.011114,0.00475,0.023019,0.052336,0.009094,0.018878,0.00048,0.027,0.001396,0.006161,0.087181,0.003253,0.052257,0.016132,0.004816,0.023086,0.055781,0.008478,0.021429,0.000408,0.02243,0.002311,0.205069,0.271845,0.192771,0.258993,0.170732,0.237113,0.142857,0.244186,0.330097,0.145455,0.333333,0.210937,0.22314,0.329545,0.196262,0.178571,0.139785,0.148148,0.135945,0.111111,0.170507,0.111111,0.185185,0.111111,0.148148,0.103943,0.139785,0.111111,0.29505,0.252515,0.11479,25
0.271552,0.288889,0.241935,0.22409,0.106227,0.328704,0.363971,0.369159,0.164,0.187215,0.084286,0.380734,0.408377,0.403756,0.001704,0.06086,0.004793,0.022565,0.005756,0.006887,0.013841,0.044257,0.009094,0.012319,0.002121,0.023037,0.000628,0.002705,0.093461,0.004361,0.02246,0.016627,0.005113,0.013624,0.04925,0.010098,0.016578,0.002154,0.019226,0.00084,0.135945,0.262136,0.144578,0.23741,0.146341,0.247423,0.12782,0.255814,0.300971,0.209091,0.333333,0.234375,0.231405,0.352273,0.186916,0.107143,0.139785,0.111111,0.101382,0.148148,0.135945,0,0.185185,0.111111,0.148148,0.175627,0.0681,0.111111,0.273762,0.232115,0.077378,25
0.163793,0.208889,0.262097,0.232493,0.21978,0.162037,0.330882,0.271028,0.216,0.173516,0.088571,0.334862,0.287958,0.253521,0.009423,0.057056,0.005825,0.007634,0.008931,0.00855,0.014536,0.024587,0.071177,0.128778,0.000648,0.01833,0.001117,0.011045,0.096417,0.005027,0.007393,0.016726,0.008918,0.014763,0.033186,0.071588,0.132716,0.000656,0.017008,0.002941,0.170507,0.281553,0.186747,0.230216,0.280488,0.268041,0.18797,0.255814,0.31068,0.163636,0.321429,0.3125,0.272727,0.306818,0.140187,0.214286,0.21147,0.148148,0.170507,0.148148,0.170507,0.185185,0.185185,0.148148,0.148148,0.247312,0.175627,0.148148,0.213366,0.280915,0.183384,25
0.392241,0.222222,0.266129,0.162465,0.212454,0.175926,0.386029,0.331776,0.284,0.365297,0.054286,0.376147,0.298429,0.276995,0.007844,0.042602,0.007521,0.019534,0.017962,0.004987,0.014586,0.161925,0.008284,0.025968,0.000592,0.021551,0.001745,0.00814,0.081271,0.006653,0.020668,0.02593,0.005173,0.01407,0.168932,0.007859,0.02672,0.000793,0.017994,0.003432,0.274194,0.262136,0.271084,0.230216,0.292683,0.185567,0.180451,0.348837,0.330097,0.263636,0.261905,0.460937,0.256198,0.659091,0.35514,0.178571,0.318996,0.111111,0.205069,0.111111,0.170507,0.148148,0.148148,0.185185,0.111111,0.569892,0.175627,0.481481,0.268812,0.384037,0.290261,25
0.327586,0.36,0.254032,0.173669,0.260073,0.226852,0.227941,0.439252,0.12,0.465753,0.1,0.330275,0.439791,0.356808,0.007594,0.067706,0.007595,0.038058,0.017069,0.010093,0.037555,0.021777,0.013807,0.025702,0.001473,0.094129,0.001396,0.008265,0.0942,0.006949,0.038927,0.023753,0.009632,0.039138,0.024007,0.015337,0.024515,0.001417,0.092679,0.001191,0.205069,0.31068,0.222892,0.223022,0.256098,0.247423,0.225564,0.44186,0.262136,0.290909,0.345238,0.265625,0.198347,0.352273,0.242991,0.214286,0.21147,0.185185,0.170507,0.148148,0.239631,0.222222,0.111111,0.185185,0.222222,0.139785,0.175627,0.111111,0.302475,0.318018,0.197183,25
0.262931,0.222222,0.266129,0.159664,0.278388,0.337963,0.308824,0.551402,0.188,0.30137,0.064286,0.362385,0.319372,0.192488,0.011002,0.095474,0.005604,0.03918,0.018656,0.008075,0.088158,0.202143,0.013997,0.041833,0.000945,0.019569,0.001466,0.012047,0.132619,0.004731,0.040327,0.024842,0.006183,0.088581,0.201059,0.014718,0.043739,0.001089,0.016761,0.002871,0.135945,0.23301,0.180723,0.194245,0.402439,0.268041,0.210526,0.255814,0.320388,0.263636,0.428571,0.195312,0.231405,0.318182,0.205607,0.107143,0.139785,0.074074,0.239631,0.111111,0.205069,0.111111,0.222222,0.185185,0.222222,0.139785,0.21147,0.148148,0.268812,0.277733,0.162668,25
0.284483,0.262222,0.173387,0.260504,0.282051,0.240741,0.511029,0.490654,0.264,0.410959,0.068571,0.288991,0.424084,0.220657,0.009047,0.059338,0.052942,0.025091,0.014588,0.008431,0.015925,0.049526,0.007618,0.04396,0.001521,0.020064,0.00349,0.009968,0.0942,0.053888,0.024252,0.020685,0.007789,0.013723,0.049956,0.00743,0.043739,0.001641,0.021198,0.003502,0.205069,0.300971,0.192771,0.230216,0.317073,0.309278,0.150376,0.302326,0.320388,0.2,0.345238,0.234375,0.198347,0.340909,0.280374,0.214286,0.247312,0.111111,0.205069,0.148148,0.135945,0.111111,0.148148,0.111111,0.148148,0.21147,0.103943,0.148148,0.320792,0.288776,0.158432,25
0.189655,0.315556,0.254032,0.240896,0.289377,0.24537,0.360294,0.574766,0.188,0.328767,0.095714,0.399083,0.445026,0.234742,0.007919,0.055915,0.067394,0.010665,0.008336,0.016802,0.009327,0.251844,0.010569,0.042808,0.001665,0.10057,0.003629,0.009392,0.086443,0.066898,0.01025,0.014252,0.016113,0.009165,0.250132,0.011288,0.04418,0.001633,0.095391,0.003362,0.170507,0.330097,0.216867,0.23741,0.256098,0.216495,0.172932,0.27907,0.271845,0.227273,0.404762,0.21875,0.206612,0.318182,0.233645,0.25,0.21147,0.222222,0.170507,0.074074,0.170507,0.074074,0.111111,0.148148,0.296296,0.21147,0.175627,0.148148,0.318812,0.275067,0.185938,25
0.310345,0.333333,0.16129,0.154062,0.373626,0.162037,0.286765,0.411215,0.18,0.369863,0.091429,0.293578,0.418848,0.173709,0.00802,0.074933,0.004498,0.022228,0.047236,0.023036,0.039986,0.048648,0.011331,0.024373,0.003242,0.11246,0.002443,0.008791,0.103436,0.005544,0.023524,0.050772,0.023426,0.040773,0.052074,0.012146,0.025044,0.003234,0.112891,0.002521,0.170507,0.31068,0.156627,0.194245,0.317073,0.278351,0.195489,0.27907,0.349515,0.190909,0.380952,0.234375,0.214876,0.352273,0.205607,0.178571,0.175627,0.148148,0.205069,0.185185,0.239631,0.148148,0.259259,0,0.185185,0.247312,0.175627,0.185185,0.264851,0.279745,0.194068,25
0.327586,0.364444,0.221774,0.226891,0.344322,0.125,0.452206,0.471963,0.26,0.383562,0.124286,0.422018,0.471204,0.328638,0.003784,0.082161,0.015558,0.088072,0.037908,0.016743,0.029717,0.153495,0.013331,0.031552,0.001521,0.062423,0.007607,0.004458,0.107868,0.015523,0.087767,0.04226,0.017599,0.028288,0.155163,0.013194,0.031922,0.001329,0.056199,0.007003,0.239631,0.203883,0.126506,0.151079,0.219512,0.154639,0.157895,0.244186,0.203883,0.145455,0.178571,0.210937,0.14876,0.204545,0.17757,0.214286,0.21147,0.148148,0.205069,0.074074,0.239631,0.185185,0.185185,0.111111,0.074074,0.283154,0.139785,0.185185,0.369307,0.165631,0.181266,25
0.418103,0.368889,0.258065,0.254902,0.32967,0.291667,0.261029,0.397196,0.244,0.351598,0.125714,0.33945,0.492147,0.286385,0.007995,0.070749,0.008553,0.114566,0.027389,0.010034,0.02163,0.060941,0.01095,0.045644,0.002169,0.116175,0.004537,0.00814,0.096417,0.007836,0.113644,0.032165,0.00874,0.022789,0.06496,0.011003,0.046561,0.001969,0.114124,0.003642,0.239631,0.194175,0.090361,0.129496,0.170732,0.154639,0.135338,0.209302,0.291262,0.136364,0.190476,0.117187,0.090909,0.181818,0.130841,0.214286,0.139785,0.148148,0.170507,0.074074,0.239631,0.148148,0.259259,0.111111,0.148148,0.0681,0.175627,0.074074,0.355446,0.128201,0.135505,25
0.560345,0.346667,0.342742,0.235294,0.263736,0.273148,0.279412,0.401869,0.224,0.401826,0.128571,0.279817,0.439791,0.225352,0.015287,0.25561,0.007963,0.01336,0.012107,0.012409,0.040879,0.051282,0.010046,0.047239,0.002426,0.073817,0.014168,0.014602,0.277798,0.005692,0.01305,0.018705,0.011356,0.041764,0.055075,0.010336,0.047178,0.00221,0.075179,0.014007,0.170507,0.194175,0.114458,0.165468,0.207317,0.175258,0.090226,0.209302,0.213592,0.145455,0.154762,0.132812,0.140496,0.193182,0.093458,0.214286,0.21147,0.222222,0.205069,0.185185,0.06682,0.148148,0.222222,0.111111,0.185185,0.175627,0.21147,0.111111,0.354455,0.120667,0.174257,25
0.452586,0.275556,0.346774,0.196078,0.014652,0.162037,0.430147,0.317757,0.348,0.401826,0.125714,0.5,0.638743,0.286385,0.009248,0.10232,0.011208,0.033118,0.032549,0.016921,0.018058,0.053214,0.00995,0.028273,0.001577,0.081248,0.015704,0.009192,0.134836,0.00887,0.03355,0.045823,0.017302,0.016943,0.060194,0.008764,0.028307,0.001377,0.070742,0.012886,0.135945,0.145631,0.072289,0.194245,0.02439,0.164948,0.12782,0.139535,0.184466,0.109091,0.154762,0.109375,0.115702,0.193182,0.102804,0.107143,0.175627,0.259259,0.06682,0.185185,0.205069,0,0.148148,0.037037,0.074074,0.139785,0.21147,0.148148,0.356931,0.068358,0.101769,25
0.37069,0.2,0.153226,0.098039,0.278388,0.314815,0.356618,0.439252,0.308,0.278539,0.148571,0.261468,0.502618,0.507042,0.003433,0.104983,0.006931,0.070671,0.014588,0.017574,0.015379,0.064981,0.015188,0.037579,0.001945,0.10924,0.014098,0.003857,0.143702,0.008131,0.072981,0.020784,0.015994,0.015259,0.067432,0.01448,0.039947,0.001617,0.111412,0.013096,0.135945,0.15534,0.096386,0.086331,0.158537,0.175258,0.097744,0.186047,0.223301,0.163636,0.190476,0.148437,0.140496,0.204545,0.121495,0.178571,0.103943,0.074074,0.135945,0.074074,0.101382,0.148148,0.259259,0.185185,0.185185,0.21147,0.21147,0.111111,0.327228,0.096431,0.134727,25
0.241379,0.177778,0.282258,0.182073,0.421245,0.203704,0.319853,0.542056,0.208,0.39726,0.061429,0.288991,0.507853,0.220657,0.011578,0.095854,0.012314,0.275835,0.034534,0.00849,0.024706,0.037408,0.010331,0.041124,0.001937,0.096359,0.022753,0.012748,0.136683,0.011162,0.276017,0.036817,0.008324,0.025068,0.035834,0.010812,0.041182,0.002097,0.097116,0.02171,0.205069,0.15534,0.096386,0.143885,0.146341,0.134021,0.082707,0.139535,0.145631,0.090909,0.154762,0.085937,0.107438,0.170455,0.149533,0.142857,0.103943,0.185185,0.170507,0.111111,0.135945,0.074074,0.037037,0.037037,0.074074,0.103943,0.139785,0.074074,0.297525,0.068874,0.05333,25
0.37069,0.333333,0.217742,0.193277,0.333333,0.300926,0.257353,0.345794,0.264,0.420091,0.118571,0.353211,0.413613,0.286385,0.012255,0.202358,0.008037,0.014931,0.030862,0.018168,0.014635,0.055673,0.012521,0.028184,0.001745,0.125588,0.012353,0.012673,0.227189,0.008057,0.015459,0.03553,0.016767,0.015853,0.061606,0.012336,0.027866,0.001585,0.122751,0.012536,0.205069,0.23301,0.084337,0.115108,0.146341,0.154639,0.097744,0.197674,0.165049,0.127273,0.166667,0.109375,0.140496,0.181818,0.149533,0.285714,0.0681,0.185185,0.06682,0.148148,0.135945,0.148148,0.111111,0.037037,0.185185,0.21147,0.175627,0.074074,0.327228,0.099286,0.11613,25
0.318966,0.24,0.241935,0.173669,0.14652,0.310185,0.220588,0.401869,0.312,0.214612,0.1,0.302752,0.340314,0.206573,0.008371,0.070749,0.004719,0.024586,0.009229,0.015437,0.013643,0.048472,0.022853,0.032172,0.001081,0.036413,0.012423,0.009092,0.10713,0.004287,0.025484,0.019002,0.013913,0.015358,0.052251,0.022101,0.035802,0.001025,0.036727,0.013586,0.239631,0.135922,0.072289,0.122302,0.134146,0.154639,0.105263,0.186047,0.165049,0.136364,0.178571,0.117187,0.123967,0.181818,0.196262,0.178571,0.139785,0.074074,0.170507,0.074074,0.06682,0.148148,0.111111,0.148148,0.148148,0.139785,0.175627,0.111111,0.243564,0.09428,0.09909,25
0.323276,0.311111,0.008065,0.316527,0.227106,0.310185,0.455882,0.509346,0.22,0.365297,0.105714,0.472477,0.434555,0.305164,0.00797,0.096615,0.022342,0.025203,0.008534,0.011578,0.014189,0.041272,0.011807,0.056368,0.001305,0.044092,0.008934,0.008666,0.126339,0.026242,0.023244,0.016132,0.010048,0.012732,0.040953,0.012146,0.056966,0.001217,0.035248,0.008824,0.239631,0.174757,0,0.115108,0.170732,0.175258,0.120301,0.162791,0.194175,0.127273,0.166667,0.09375,0.090909,0.534091,0.158879,0.214286,0.103943,0.185185,0.170507,0.185185,0.170507,0.148148,0.185185,0.037037,0.148148,0.139785,0.0681,0.518519,0.34703,0.118843,0.179708,25
0.293103,0.244444,0.326613,0.196078,0.267399,0.402778,0.308824,0.425234,0.172,0.410959,0.135714,0.293578,0.382199,0.211268,0.007644,0.063142,0.01401,0.01263,0.012901,0.021968,0.017165,0.036354,0.007808,0.030134,0.001153,0.071092,0.010399,0.008516,0.099372,0.012049,0.013106,0.019398,0.019264,0.017686,0.039188,0.008716,0.029982,0.000897,0.071728,0.010995,0.135945,0.165049,0.10241,0.122302,0.146341,0.206186,0.135338,0.197674,0.184466,0.154545,0.190476,0.117187,0.115702,0.181818,0.140187,0.178571,0.175627,0.074074,0.135945,0.148148,0.239631,0.037037,0.148148,0.111111,0.148148,0.139785,0.21147,0.111111,0.315842,0.0976,0.120584,25
0.267241,0.186667,0.334677,0.22409,0.336996,0.189815,0.459559,0.453271,0.188,0.456621,0.081429,0.394495,0.314136,0.286385,0.008947,0.063522,0.009143,0.034072,0.03503,0.012231,0.031652,0.040218,0.006856,0.031729,0.002105,0.087689,0.010609,0.009968,0.104544,0.007022,0.033942,0.039588,0.012248,0.030121,0.042012,0.007573,0.030688,0.002154,0.08282,0.012116,0.205069,0.145631,0.114458,0.151079,0.182927,0.175258,0.097744,0.186047,0.281553,0.136364,0.154762,0.101562,0.082645,0.193182,0.149533,0.178571,0.283154,0.185185,0.170507,0,0.135945,0.074074,0.185185,0.074074,0.074074,0.103943,0.0681,0.185185,0.322772,0.110983,0.10043,25
0.310345,0.257778,0.241935,0.170868,0.289377,0.347222,0.183824,0.476636,0.208,0.438356,0.134286,0.376147,0.361257,0.455399,0.009523,0.096234,0.009659,0.028964,0.012305,0.013299,0.025401,0.034773,0.00876,0.034299,0.001337,0.055239,0.011167,0.010294,0.130403,0.00924,0.029909,0.018211,0.011297,0.027595,0.035658,0.00924,0.033598,0.001089,0.051516,0.012046,0.06682,0.242718,0.108434,0.129496,0.170732,0.216495,0.112782,0.186047,0.213592,0.145455,0.202381,0.171875,0.115702,0.227273,0.130841,0.285714,0.21147,0.111111,0.135945,0.222222,0.135945,0.148148,0.296296,0.111111,0.222222,0.21147,0.175627,0.148148,0.329703,0.108782,0.198305,25
0.357759,0.28,0.225806,0.238095,0.194139,0.180556,0.341912,0.509346,0.292,0.424658,0.13,0.279817,0.340314,0.309859,0.011654,0.089388,0.008037,0.013528,0.010023,0.01324,0.021977,0.034247,0.01195,0.017017,0.00666,0.138717,0.011586,0.012147,0.121906,0.00791,0.013162,0.018508,0.013378,0.022046,0.033892,0.011431,0.016667,0.006437,0.139758,0.012746,0.239631,0.184466,0.096386,0.143885,0.121951,0.154639,0.090226,0.209302,0.174757,0.118182,0.119048,0.109375,0.099174,0.204545,0.149533,0.214286,0.175627,0.185185,0.06682,0.111111,0.135945,0.148148,0.148148,0.037037,0.111111,0.139785,0.103943,0.111111,0.321287,0.097789,0.095196,25
0.331897,0.124444,0.298387,0.243697,0.355311,0.287037,0.334559,0.453271,0.304,0.429224,0.102857,0.293578,0.439791,0.215962,0.0103,0.074553,0.010692,0.01089,0.01816,0.015259,0.016868,0.028627,0.015759,0.025525,0.001609,0.09512,0.012144,0.010945,0.120429,0.00924,0.010418,0.022268,0.014032,0.017042,0.030362,0.015099,0.025044,0.001537,0.095637,0.011976,0.135945,0.135922,0.084337,0.129496,0.182927,0.154639,0.112782,0.186047,0.184466,0.154545,0.166667,0.109375,0.115702,0.193182,0.084112,0.214286,0.175627,0.111111,0.205069,0.185185,0.205069,0.148148,0.185185,0.148148,0.111111,0.21147,0.175627,0.185185,0.330693,0.082394,0.173478,25
0.301724,0.328889,0.334677,0.285714,0.172161,0.282407,0.345588,0.369159,0.192,0.420091,0.121429,0.417431,0.455497,0.328638,0.009348,0.092431,0.007742,0.012742,0.014985,0.011993,0.020886,0.047945,0.011902,0.023309,0.005796,0.135001,0.010748,0.010169,0.120798,0.005618,0.011426,0.02405,0.010821,0.020907,0.052957,0.012574,0.023016,0.00562,0.128667,0.010365,0.06682,0.135922,0.216867,0.143885,0.109756,0.175258,0.112782,0.162791,0.23301,0.136364,0.142857,0.140625,0.14876,0.181818,0.11215,0.107143,0.569892,0.111111,0.135945,0.111111,0.135945,0,0.185185,0.074074,0.148148,0.21147,0.21147,0.074074,0.347525,0.097085,0.149648,25
0.392241,0.244444,0.358871,0.179272,0.340659,0.337963,0.264706,0.313084,0.248,0.342466,0.145714,0.353211,0.366492,0.295775,0.015713,0.082921,0.008185,0.025203,0.019649,0.437749,0.048916,0.064981,0.011712,0.033236,0.001489,0.136487,0.018146,0.016004,0.118581,0.005618,0.025989,0.024149,0.436471,0.049988,0.072198,0.011717,0.034392,0.001177,0.133596,0.018979,0.239631,0.135922,0.060241,0.100719,0.195122,0.185567,0.06015,0.162791,0.252427,0.145455,0.190476,0.140625,0.099174,0.181818,0.102804,0.107143,0.139785,0,0.06682,0.148148,0.135945,0.185185,0.148148,0.148148,0.148148,0.175627,0.103943,0.148148,0.332673,0.101298,0.086069,25
0.318966,0.346667,0.241935,0.215686,0.362637,0.240741,0.261029,0.275701,0.24,0.424658,0.095714,0.330275,0.434555,0.361502,0.00807,0.103461,0.003687,0.011451,0.039198,0.015674,0.014734,0.057253,0.004713,0.033502,0.002826,0.099083,0.013121,0.008791,0.130033,0.003253,0.011538,0.043052,0.015043,0.015903,0.065843,0.004811,0.033069,0.002794,0.097609,0.013026,0.170507,0.174757,0.078313,0.151079,0.158537,0.154639,0.150376,0.186047,0.184466,0.136364,0.119048,0.109375,0.14876,0.238636,0.149533,0.214286,0.103943,0.148148,0.170507,0.111111,0.239631,0.185185,0.111111,0.148148,0,0.139785,0.21147,0.185185,0.317327,0.103122,0.137063,25
0.331897,0.266667,0.350806,0.240896,0.311355,0.328704,0.352941,0.401869,0.288,0.351598,0.092857,0.284404,0.623037,0.2723,0.008596,0.168125,0.046896,0.017289,0.04029,0.012349,0.015131,0.057604,0.011426,0.045644,0.001953,0.091405,0.085637,0.009242,0.199483,0.044574,0.016859,0.045527,0.010583,0.015061,0.06143,0.010955,0.046561,0.001937,0.092433,0.083269,0.205069,0.145631,0.072289,0.122302,0.158537,0.206186,0.12782,0.197674,0.213592,0.127273,0.202381,0.117187,0.115702,0.215909,0.149533,0.142857,0.103943,0.185185,0.135945,0.222222,0.239631,0.185185,0.222222,0.037037,0.185185,0.175627,0.21147,0.185185,0.356436,0.109813,0.173696,25
0.293103,0.346667,0.262097,0.154062,0.369963,0.324074,0.316176,0.425234,0.312,0.365297,0.108571,0.334862,0.549738,0.300469,0.009624,0.106124,0.008037,0.015044,0.019252,0.011993,0.014685,0.056902,0.043468,0.046353,0.002378,0.076294,0.011237,0.010494,0.132619,0.007244,0.016355,0.022961,0.010286,0.01511,0.059841,0.042724,0.047002,0.002274,0.074686,0.009595,0.135945,0.15534,0.078313,0.107914,0.170732,0.247423,0.105263,0.151163,0.213592,0.127273,0.142857,0.132812,0.132231,0.181818,0.121495,0.214286,0.139785,0.037037,0.101382,0.222222,0.135945,0.074074,0.222222,0.111111,0.074074,0.175627,0.21147,0.185185,0.35099,0.087073,0.12426,25
0.362069,0.435556,0.314516,0.310924,0.296703,0.337963,0.386029,0.429907,0.216,0.410959,0.124286,0.33945,0.534031,0.352113,0.008521,0.11259,0.057292,0.011451,0.017862,0.014665,0.02044,0.065508,0.011141,0.043605,0.002554,0.097845,0.011376,0.008991,0.131511,0.055662,0.009634,0.023555,0.012783,0.019916,0.068314,0.011527,0.043386,0.002362,0.095884,0.009945,0.135945,0.194175,0.096386,0.115108,0.182927,0.195876,0.120301,0.186047,0.203883,0.118182,0.214286,0.109375,0.115702,0.511364,0.130841,0.214286,0.139785,0.074074,0.239631,0.185185,0.205069,0.111111,0.185185,0.074074,0.185185,0.21147,0.139785,0.555556,0.407426,0.130352,0.214005,25
0.293103,0.364444,0.455645,0.29972,0.388278,0.324074,0.286765,0.46729,0.304,0.378995,0.115714,0.366972,0.408377,0.361502,0.009097,0.116014,0.019319,0.014819,0.020145,0.017158,0.030907,0.033368,0.043801,0.025436,0.002137,0.111469,0.0067,0.009968,0.140746,0.015006,0.013218,0.023357,0.015459,0.031707,0.034598,0.043153,0.025926,0.001993,0.107962,0.006933,0.170507,0.184466,0.090361,0.122302,0.170732,0.216495,0.082707,0.186047,0.194175,0.136364,0.130952,0.117187,0.099174,0.193182,0.149533,0.178571,0.139785,0.185185,0.205069,0.185185,0.06682,0.148148,0.037037,0.148148,0.074074,0.103943,0.0681,0.148148,0.40495,0.091425,0.095196,25
0.452586,0.275556,0.270161,0.201681,0.322344,0.212963,0.327206,0.434579,0.216,0.365297,0.112857,0.348624,0.324607,0.408451,0.005914,0.135413,0.013715,0.079427,0.023717,0.017574,0.015379,0.044081,0.010855,0.031906,0.001457,0.271489,0.026731,0.005861,0.166975,0.012788,0.079646,0.028702,0.017302,0.015655,0.046602,0.011241,0.032628,0.001329,0.268178,0.028153,0.170507,0.145631,0.078313,0.136691,0.207317,0.175258,0.135338,0.151163,0.174757,0.145455,0.190476,0.132812,0.107438,0.238636,0.140187,0.142857,0.103943,0.185185,0.205069,0.185185,0.170507,0.111111,0.148148,0.185185,0.111111,0.175627,0.0681,0.185185,0.336139,0.103122,0.136284,25
0.461207,0.511111,0.504032,0.336134,0.369963,0.435185,0.411765,0.509346,0.484,0.461187,0.165714,0.536697,0.518325,0.497653,0.012004,0.188285,0.022342,0.08549,0.030267,0.044588,0.017612,0.285739,0.021615,0.048835,0.00285,0.108001,0.01675,0.011897,0.198744,0.01715,0.083007,0.033947,0.041501,0.016745,0.286673,0.018814,0.047619,0.002426,0.095391,0.015547,0.343318,0.572816,0.222892,0.323741,0.390244,0.515464,0.338346,0.616279,0.427184,0.336364,0.369048,0.304687,0.256198,0.443182,0.448598,0.464286,0.354839,0.222222,0.343318,0.333333,0.274194,0.296296,0.37037,0.222222,0.222222,0.390681,0.283154,0.222222,0.575248,0.527255,0.455048,26
0.452586,0.542222,0.298387,0.291317,0.399267,0.476852,0.349265,0.495327,0.484,0.538813,0.138571,0.646789,0.575916,0.544601,0.037768,0.18372,0.033328,0.039405,0.028183,0.074334,0.012601,0.114858,0.022853,0.187539,0.002241,0.398316,0.016192,0.037694,0.191725,0.031934,0.037919,0.031077,0.070753,0.012584,0.115446,0.020052,0.184127,0.001969,0.378358,0.014217,0.343318,0.281553,0.228916,0.215827,0.512195,0.505155,0.323308,0.534884,0.572816,0.363636,0.369048,0.289062,0.380165,0.420455,0.392523,0.285714,0.283154,0.222222,0.343318,0.259259,0.308756,0.333333,0.333333,0.333333,0.296296,0.283154,0.354839,0.259259,0.564356,0.50971,0.434676,26
