@relation keystroketouch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R15-68

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute holdtime14 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute user_id {1,2,3,4,5,6,7,8,9,10,20,21,24,25,26,27,28,29,35,36,37,38,40,41,50,51,53,54,55,65,66,68,69,70,71,73,80,81,82,83,84,85}

@data
0.275862,0.173333,0.197581,0.145658,0.168498,0.171296,0.183824,0.200935,0.176,0.150685,0.078571,0.220183,0.350785,0.230047,0.14604,0,0,20
0.237069,0.244444,0.201613,0.134454,0.168498,0.231481,0.169118,0.21028,0.128,0.210046,0.081429,0.178899,0.329843,0.126761,0.137624,0.040285,0.012024,20
0.267241,0.177778,0.221774,0.204482,0.153846,0.175926,0.205882,0.065421,0.2,0.205479,0.097143,0.123853,0.235602,0.126761,0.129208,0.024564,0.001557,20
0.318966,0.133333,0.189516,0.148459,0.168498,0.236111,0.172794,0.252336,0.172,0.223744,0.078571,0.192661,0.282723,0.187793,0.150495,0.056661,0.039748,20
0.211207,0.262222,0.221774,0.120448,0.157509,0.12963,0.205882,0.359813,0.204,0.242009,0.087143,0.211009,0.340314,0.248826,0.177228,0.079212,0.063579,20
0.224138,0.235556,0.16129,0.123249,0.172161,0.12963,0.198529,0.261682,0.164,0.114155,0.078571,0.142202,0.376963,0.14554,0.122772,0.047303,0.024048,20
0.327586,0.226667,0.181452,0.156863,0.168498,0.12037,0.198529,0.238318,0.1,0.237443,0.08,0.284404,0.193717,0.159624,0.143564,0.02274,0.055448,20
0.237069,0.213333,0.104839,0.173669,0.197802,0.194444,0.227941,0.257009,0.232,0.246575,0.094286,0.238532,0.382199,0.159624,0.178218,0.048473,0.034515,20
0.280172,0.271111,0.189516,0.148459,0.172161,0.226852,0.128676,0.341121,0.148,0.118721,0.07,0.192661,0.251309,0.150235,0.140099,0.021381,0.081397,20
0.288793,0.217778,0.201613,0.193277,0.238095,0.263889,0.209559,0.051402,0.148,0.164384,0.074286,0.183486,0.455497,0.2723,0.175248,0.052825,0.041867,20
0.353448,0.302222,0.254032,0.123249,0.201465,0.222222,0.216912,0.219626,0.188,0.187215,0.071429,0.137615,0.361257,0.234742,0.184158,0.035091,0.019376,20
0.241379,0.2,0.177419,0.148459,0.208791,0.125,0.231618,0.163551,0.176,0.210046,0.065714,0.224771,0.282723,0.131455,0.131683,0.0386,0.032957,20
0.331897,0.164444,0.205645,0.131653,0.102564,0.194444,0.106618,0.21028,0.156,0.242009,0.062857,0.123853,0.424084,0.173709,0.126733,0.040939,0.095757,20
0.288793,0.244444,0.173387,0.168067,0.18315,0.162037,0.235294,0.299065,0.232,0.255708,0.088571,0.206422,0.413613,0.389671,0.217822,0.046788,0.065136,20
0.409483,0.128889,0.145161,0.095238,0.205128,0.180556,0.161765,0.294393,0.208,0.214612,0.082857,0.229358,0.39267,0.286385,0.177228,0.054649,0.084512,20
0.267241,0.128889,0.229839,0.131653,0.25641,0.175926,0.246324,0.214953,0.148,0.182648,0.085714,0.16055,0.356021,0.192488,0.156436,0.047303,0.004455,20
0.318966,0.226667,0.201613,0.156863,0.161172,0.217593,0.1875,0.182243,0.092,0.214612,0.05,0.270642,0.371728,0.347418,0.168317,0.054322,0.065915,20
0.314655,0.24,0.145161,0.12605,0.139194,0.162037,0.132353,0.205607,0.14,0.228311,0.062857,0.192661,0.376963,0.253521,0.137129,0.056007,0.033736,20
0.461207,0.217778,0.169355,0.154062,0.212454,0.180556,0.128676,0.21028,0.184,0.356164,0.068571,0.142202,0.424084,0.197183,0.185644,0.015206,0.053112,20
0.426724,0.195556,0.16129,0.131653,0.164835,0.263889,0.011029,0.219626,0.152,0.296804,0.071429,0.022936,0.455497,0.206573,0.143564,0.072056,0.086069,20
0.327586,0.271111,0.173387,0.120448,0.135531,0.277778,0.257353,0.219626,0.136,0.214612,0.091429,0.169725,0.429319,0.234742,0.183168,0.045807,0.066693,20
0.353448,0.244444,0.153226,0.131653,0.21978,0.162037,0.183824,0.257009,0.192,0.200913,0.012857,0.238532,0.429319,0.244131,0.162376,0.007018,0.047879,20
0.413793,0.151111,0.157258,0.165266,0.190476,0.189815,0.227941,0.214953,0.172,0.246575,0.065714,0.206422,0.382199,0.2723,0.181683,0.021054,0.076942,20
0.224138,0.177778,0.233871,0.212885,0.172161,0.199074,0.180147,0.401869,0.152,0.228311,0.078571,0.298165,0.308901,0.150235,0.182673,0.178825,0.087844,20
0.353448,0.342222,0.282258,0.179272,0.197802,0.24537,0.194853,0.313084,0.144,0.228311,0.108571,0.298165,0.235602,0.258216,0.230693,0.182661,0.121581,20
0.327586,0.12,0.008065,0.173669,0.190476,0.263889,0.224265,0.252336,0.16,0.310502,0.075714,0.266055,0.350785,0.140845,0.161386,0.092594,0.081054,20
0.288793,0.226667,0.262097,0.182073,0.208791,0.203704,0.198529,0.327103,0.18,0.242009,0.074286,0.261468,0.429319,0.230047,0.212871,0.083048,0.031618,20
0.310345,0.302222,0.282258,0.2493,0.216117,0.291667,0.294118,0.359813,0.176,0.223744,0.104286,0.311927,0.350785,0.295775,0.277723,0.130867,0.04442,20
0.293103,0.248889,0.302419,0.170868,0.234432,0.259259,0.290441,0.228972,0.184,0.246575,0.077143,0.261468,0.434555,0.276995,0.237624,0.137043,0.095975,20
0.267241,0.257778,0.237903,0.221289,0.241758,0.194444,0.242647,0.271028,0.144,0.26484,0.097143,0.284404,0.340314,0.187793,0.216832,0.146073,0.113232,20
0.271552,0.257778,0.266129,0.201681,0.150183,0.263889,0.286765,0.336449,0.196,0.228311,0.1,0.37156,0.429319,0.309859,0.259406,0.116315,0.087066,20
0.422414,0.248889,0.221774,0.173669,0.263736,0.319444,0.323529,0.247664,0.18,0.155251,0.094286,0.224771,0.329843,0.2723,0.241089,0.120667,0.055666,20
0.293103,0.222222,0.189516,0.27451,0.278388,0.263889,0.246324,0.317757,0.272,0.356164,0.114286,0.40367,0.287958,0.276995,0.286139,0.115661,0.148308,21
0.37931,0.364444,0.358871,0.291317,0.245421,0.388889,0.367647,0.317757,0.26,0.292237,0.115714,0.298165,0.445026,0.323944,0.361386,0.125346,0.189396,21
0.431034,0.346667,0.366935,0.229692,0.340659,0.24537,0.238971,0.471963,0.284,0.324201,0.142857,0.481651,0.424084,0.258216,0.378713,0.137231,0.145411,21
0.456897,0.355556,0.366935,0.330532,0.285714,0.333333,0.242647,0.392523,0.22,0.260274,0.172857,0.357798,0.492147,0.413146,0.399505,0.150098,0.190953,21
0.439655,0.302222,0.366935,0.285714,0.278388,0.37037,0.327206,0.415888,0.3,0.374429,0.144286,0.43578,0.387435,0.366197,0.406436,0.128855,0.18572,21
0.340517,0.302222,0.330645,0.240896,0.230769,0.337963,0.1875,0.411215,0.252,0.273973,0.101429,0.353211,0.387435,0.314554,0.307426,0.155947,0.234377,21
0.301724,0.288889,0.443548,0.268908,0.333333,0.347222,0.268382,0.35514,0.276,0.242009,0.117143,0.431193,0.361257,0.319249,0.351485,0.12034,0.157217,21
0.409483,0.373333,0.33871,0.2493,0.32967,0.296296,0.231618,0.411215,0.248,0.223744,0.164286,0.37156,0.382199,0.352113,0.361881,0.167644,0.249299,21
0.314655,0.32,0.282258,0.257703,0.285714,0.361111,0.3125,0.341121,0.196,0.342466,0.141429,0.376147,0.356021,0.389671,0.344554,0.143734,0.178929,21
0.336207,0.4,0.302419,0.313725,0.249084,0.361111,0.319853,0.584112,0.22,0.52968,0.112857,0.591743,0.450262,0.342723,0.430693,0.144904,0.184941,21
0.331897,0.311111,0.310484,0.210084,0.304029,0.277778,0.213235,0.317757,0.252,0.246575,0.131429,0.293578,0.356021,0.328638,0.29604,0.134049,0.182823,21
0.344828,0.213333,0.370968,0.179272,0.267399,0.361111,0.165441,0.341121,0.236,0.429224,0.145714,0.270642,0.397906,0.164319,0.295545,0.102279,0.161672,21
0.284483,0.364444,0.383065,0.252101,0.230769,0.273148,0.330882,0.350467,0.22,0.26484,0.1,0.366972,0.403141,0.366197,0.325248,0.14757,0.226029,21
0.396552,0.306667,0.33871,0.266106,0.274725,0.291667,0.257353,0.378505,0.288,0.292237,0.108571,0.385321,0.481675,0.441315,0.361386,0.152437,0.223911,21
0.383621,0.537778,0.475806,0.37535,0.25641,0.342593,0.264706,0.345794,0.328,0.319635,0.151429,0.385321,0.387435,0.295775,0.420792,0.136062,0.175689,21
0.530172,0.444444,0.403226,0.280112,0.326007,0.541667,0.323529,0.476636,0.46,0.3379,0.164286,0.587156,0.570681,0.474178,0.534653,0.128528,0.137842,21
0.37931,0.391111,0.447581,0.327731,0.315018,0.458333,0.290441,0.425234,0.428,0.52968,0.152857,0.412844,0.628272,0.492958,0.506436,0.161468,0.19329,21
0.478448,0.568889,0.46371,0.347339,0.340659,0.375,0.371324,0.378505,0.292,0.3379,0.238571,0.353211,0.513089,0.389671,0.507426,0.118001,0.160332,21
0.491379,0.444444,0.552419,0.383754,0.296703,0.453704,0.386029,0.462617,0.412,0.438356,0.171429,0.555046,0.465969,0.605634,0.568317,0.142564,0.182044,21
0.512931,0.377778,0.508065,0.380952,0.413919,0.486111,0.272059,0.32243,0.376,0.26484,0.177143,0.43578,0.465969,0.384977,0.489109,0.137885,0.200641,21
0.314655,0.377778,0.262097,0.27451,0.271062,0.37963,0.246324,0.425234,0.196,0.315068,0.128571,0.454128,0.434555,0.328638,0.353465,0.15777,0.197744,21
0.37931,0.311111,0.399194,0.319328,0.344322,0.375,0.334559,0.420561,0.216,0.347032,0.15,0.56422,0.518325,0.507042,0.45099,0.153092,0.181266,21
0.474138,0.573333,0.354839,0.27451,0.25641,0.296296,0.246324,0.369159,0.384,0.360731,0.118571,0.444954,0.52356,0.413146,0.429208,0.163292,0.20142,21
0.461207,0.32,0.435484,0.285714,0.315018,0.217593,0.367647,0.439252,0.268,0.584475,0.091429,0.605505,0.481675,0.460094,0.453465,0.145231,0.163229,21
0.469828,0.337778,0.491935,0.263305,0.410256,0.328704,0.253676,0.462617,0.272,0.360731,0.157143,0.348624,0.429319,0.389671,0.430198,0.14757,0.194629,21
0.387931,0.328889,0.33871,0.35014,0.289377,0.328704,0.301471,0.425234,0.276,0.456621,0.128571,0.481651,0.439791,0.43662,0.423762,0.198056,0.213444,21
0.400862,0.32,0.407258,0.291317,0.347985,0.37037,0.319853,0.373832,0.224,0.374429,0.245714,0.486239,0.387435,0.422535,0.45099,0.186686,0.233599,21
0.375,0.511111,0.415323,0.266106,0.3663,0.375,0.257353,0.359813,0.332,0.356164,0.117143,0.444954,0.602094,0.403756,0.439604,0.137043,0.210329,21
0.487069,0.382222,0.419355,0.266106,0.300366,0.430556,0.327206,0.476636,0.436,0.296804,0.131429,0.463303,0.649215,0.516432,0.487129,0.140552,0.179708,21
0.5,0.391111,0.395161,0.316527,0.369963,0.296296,0.375,0.523364,0.28,0.319635,0.121429,0.518349,0.429319,0.366197,0.45099,0.128666,0.231263,21
0.24569,0.315556,0.229839,0.19888,0.172161,0.324074,0.290441,0.383178,0.184,0.3379,0.108571,0.380734,0.329843,0.328638,0.279703,0.174662,0.20899,21
0.271552,0.24,0.254032,0.215686,0.201465,0.263889,0.257353,0.341121,0.256,0.269406,0.098571,0.408257,0.403141,0.276995,0.271287,0.167128,0.26422,21
0.357759,0.253333,0.25,0.184874,0.216117,0.222222,0.334559,0.308411,0.24,0.315068,0.102857,0.37156,0.335079,0.262911,0.273762,0.150236,0.198305,21
0.24569,0.266667,0.262097,0.19888,0.212454,0.222222,0.220588,0.238318,0.272,0.273973,0.105714,0.334862,0.471204,0.338028,0.260396,0.164788,0.233599,21
0.323276,0.208889,0.241935,0.221289,0.322344,0.310185,0.242647,0.275701,0.192,0.242009,0.09,0.298165,0.314136,0.258216,0.249505,0.150236,0.194629,21
0.426724,0.271111,0.290323,0.232493,0.179487,0.259259,0.257353,0.341121,0.212,0.305936,0.107143,0.366972,0.34555,0.2723,0.287624,0.183504,0.243287,21
0.344828,0.253333,0.274194,0.190476,0.230769,0.305556,0.238971,0.38785,0.328,0.251142,0.101429,0.362385,0.481675,0.384977,0.311881,0.15894,0.19329,21
0.353448,0.235556,0.334677,0.218487,0.358974,0.337963,0.257353,0.359813,0.288,0.273973,0.104286,0.33945,0.429319,0.300469,0.325743,0.164461,0.176032,21
0.366379,0.297778,0.258065,0.221289,0.25641,0.365741,0.261029,0.308411,0.252,0.214612,0.14,0.325688,0.34555,0.347418,0.306436,0.168625,0.236496,21
0.323276,0.315556,0.387097,0.246499,0.274725,0.259259,0.268382,0.252336,0.24,0.319635,0.111429,0.330275,0.528796,0.347418,0.327723,0.160764,0.205096,21
0.327586,0.351111,0.282258,0.193277,0.260073,0.296296,0.227941,0.308411,0.22,0.383562,0.095714,0.444954,0.39267,0.262911,0.30198,0.195389,0.194847,21
0.331897,0.244444,0.278226,0.221289,0.274725,0.263889,0.3125,0.341121,0.168,0.246575,0.145714,0.43578,0.26178,0.389671,0.304455,0.151922,0.174475,21
0.258621,0.355556,0.326613,0.190476,0.190476,0.226852,0.231618,0.299065,0.256,0.269406,0.111429,0.376147,0.314136,0.361502,0.275248,0.198571,0.189614,21
0.275862,0.351111,0.326613,0.268908,0.230769,0.277778,0.231618,0.317757,0.176,0.310502,0.102857,0.321101,0.350785,0.403756,0.29703,0.182007,0.199863,21
0.301724,0.293333,0.310484,0.212885,0.227106,0.282407,0.261029,0.266355,0.264,0.269406,0.101429,0.376147,0.376963,0.41784,0.29604,0.200395,0.297956,21
0.353448,0.28,0.233871,0.193277,0.25641,0.37963,0.231618,0.313084,0.204,0.26484,0.147143,0.325688,0.424084,0.375587,0.305446,0.20891,0.255311,21
0.297414,0.4,0.298387,0.27451,0.238095,0.305556,0.294118,0.266355,0.22,0.378995,0.11,0.353211,0.39267,0.413146,0.333168,0.181491,0.243287,21
0.487069,0.342222,0.350806,0.235294,0.322344,0.398148,0.290441,0.350467,0.292,0.410959,0.111429,0.56422,0.460733,0.413146,0.419802,0.20774,0.273347,21
0.323276,0.355556,0.266129,0.254902,0.241758,0.282407,0.238971,0.341121,0.232,0.347032,0.128571,0.449541,0.408377,0.366197,0.333663,0.268753,0.276244,21
0.5,0.333333,0.366935,0.254902,0.282051,0.314815,0.220588,0.429907,0.264,0.287671,0.107143,0.380734,0.397906,0.342723,0.358911,0.192861,0.234377,21
0.422414,0.426667,0.314516,0.187675,0.395604,0.324074,0.404412,0.359813,0.3,0.410959,0.14,0.527523,0.324607,0.356808,0.415347,0.177328,0.206653,21
0.568966,0.351111,0.334677,0.358543,0.421245,0.398148,0.577206,0.542056,0.376,0.561644,0.147143,0.605505,0.701571,0.535211,0.601485,0.270199,0.288829,24
0.590517,0.475556,0.407258,0.361345,0.424908,0.458333,0.566176,0.528037,0.396,0.493151,0.168571,0.43578,0.591623,0.474178,0.598515,0.229122,0.206653,24
0.50431,0.551111,0.455645,0.364146,0.358974,0.407407,0.253676,0.630841,0.384,0.56621,0.198571,0.655963,0.554974,0.511737,0.59901,0.340104,0.278798,24
0.547414,0.524444,0.407258,0.327731,0.336996,0.328704,0.375,0.453271,0.312,0.547945,0.157143,0.555046,0.429319,0.502347,0.525743,0.219764,0.190953,24
0.530172,0.364444,0.302419,0.358543,0.501832,0.356481,0.474265,0.476636,0.416,0.639269,0.18,0.600917,0.554974,0.464789,0.583168,0.297807,0.245062,24
0.49569,0.44,0.387097,0.316527,0.428571,0.49537,0.264706,0.46729,0.324,0.493151,0.168571,0.619266,0.465969,0.530516,0.535644,0.227814,0.185938,24
0.525862,0.364444,0.467742,0.316527,0.307692,0.342593,0.389706,0.471963,0.312,0.56621,0.154286,0.376147,0.235602,0.497653,0.475248,0.24517,0.175471,24
0.551724,0.493333,0.346774,0.252101,0.388278,0.425926,0.308824,0.457944,0.276,0.488584,0.148571,0.412844,0.596859,0.380282,0.484653,0.314182,0.27858,24
0.508621,0.297778,0.407258,0.305322,0.300366,0.273148,0.301471,0.490654,0.26,0.6621,0.138571,0.568807,0.65445,0.488263,0.49604,0.31217,0.274126,24
0.443966,0.306667,0.370968,0.252101,0.435897,0.37963,0.363971,0.537383,0.224,0.356164,0.122857,0.605505,0.492147,0.352113,0.45,0.303982,0.306865,24
0.603448,0.337778,0.415323,0.288515,0.318681,0.342593,0.316176,0.504673,0.332,0.506849,0.152857,0.56422,0.445026,0.352113,0.485149,0.307353,0.270667,24
0.637931,0.346667,0.383065,0.277311,0.384615,0.324074,0.352941,0.457944,0.26,0.570776,0.13,0.573394,0.455497,0.507042,0.499505,0.317037,0.253192,24
0.435345,0.382222,0.318548,0.285714,0.435897,0.314815,0.397059,0.308411,0.3,0.378995,0.148571,0.775229,0.748691,0.441315,0.50297,0.249333,0.221014,24
0.482759,0.351111,0.379032,0.302521,0.461538,0.342593,0.433824,0.448598,0.372,0.488584,0.148571,0.605505,0.502618,0.389671,0.515347,0.347449,0.309637,24
0.564655,0.36,0.387097,0.333333,0.300366,0.449074,0.294118,0.345794,0.204,0.415525,0.125714,0.59633,0.434555,0.474178,0.456931,0.262904,0.200516,24
0.396552,0.386667,0.455645,0.296919,0.304029,0.268519,0.308824,0.35514,0.2,0.328767,0.168571,0.509174,0.554974,0.408451,0.426733,0.335425,0.335803,24
0.538793,0.315556,0.290323,0.336134,0.344322,0.310185,0.352941,0.453271,0.264,0.52968,0.192857,0.527523,0.575916,0.553991,0.505446,0.397092,0.329791,24
0.568966,0.404444,0.330645,0.358543,0.450549,0.37963,0.3125,0.481308,0.276,0.424658,0.114286,0.431193,0.60733,0.450704,0.491584,0.35531,0.320665,24
0.512931,0.466667,0.407258,0.347339,0.300366,0.356481,0.411765,0.439252,0.376,0.442922,0.118571,0.541284,0.387435,0.366197,0.483663,0.305152,0.283814,24
0.280172,0.355556,0.471774,0.439776,0.369963,0.226852,0.433824,0.364486,0.292,0.383562,0.184286,0.518349,0.507853,0.450704,0.483168,0.454545,0.319107,24
0.452586,0.404444,0.431452,0.422969,0.395604,0.236111,0.378676,0.313084,0.288,0.511416,0.134286,0.472477,0.565445,0.403756,0.483663,0.351801,0.290261,24
0.448276,0.417778,0.5,0.403361,0.417582,0.407407,0.349265,0.504673,0.296,0.360731,0.151429,0.587156,0.366492,0.384977,0.509406,0.410286,0.311538,24
0.422414,0.368889,0.346774,0.310924,0.472527,0.361111,0.286765,0.518692,0.38,0.579909,0.142857,0.522936,0.560209,0.375587,0.50297,0.300662,0.275122,24
0.586207,0.302222,0.475806,0.288515,0.322344,0.324074,0.455882,0.560748,0.368,0.611872,0.148571,0.692661,0.659686,0.558685,0.580198,0.307491,0.318672,24
0.603448,0.346667,0.41129,0.336134,0.380952,0.430556,0.4375,0.518692,0.356,0.456621,0.162857,0.522936,0.633508,0.638498,0.574257,0.322181,0.308984,24
0.478448,0.275556,0.475806,0.229692,0.285714,0.347222,0.419118,0.570093,0.372,0.543379,0.147143,0.62844,0.685864,0.568075,0.537129,0.342255,0.291944,24
0.603448,0.306667,0.487903,0.294118,0.336996,0.351852,0.330882,0.383178,0.4,0.561644,0.161429,0.651376,0.633508,0.492958,0.543564,0.314509,0.283596,24
0.560345,0.391111,0.419355,0.19888,0.227106,0.342593,0.264706,0.630841,0.256,0.593607,0.144286,0.66055,0.502618,0.539906,0.497525,0.406588,0.303189,24
0.530172,0.351111,0.399194,0.282913,0.43956,0.337963,0.297794,0.481308,0.484,0.479452,0.142857,0.481651,0.434555,0.455399,0.499505,0.318207,0.279141,24
0.482759,0.351111,0.407258,0.29972,0.399267,0.333333,0.349265,0.509346,0.312,0.579909,0.181429,0.610092,0.549738,0.446009,0.528713,0.250503,0.204317,24
0.560345,0.457778,0.387097,0.277311,0.369963,0.523148,0.404412,0.542056,0.364,0.506849,0.137143,0.573394,0.497382,0.469484,0.54703,0.394237,0.272007,24
0.599138,0.417778,0.330645,0.266106,0.315018,0.305556,0.363971,0.556075,0.304,0.493151,0.185714,0.573394,0.602094,0.403756,0.514356,0.337903,0.283596,24
0.517241,0.484444,0.53629,0.32493,0.457875,0.328704,0.327206,0.448598,0.38,0.511416,0.18,0.600917,0.497382,0.666667,0.583663,0.364479,0.39795,24
0.512931,0.431111,0.346774,0.260504,0.410256,0.351852,0.386029,0.514019,0.332,0.465753,0.151429,0.463303,0.492147,0.464789,0.49604,0.29631,0.284592,24
0.525862,0.36,0.447581,0.296919,0.263736,0.453704,0.378676,0.397196,0.204,0.543379,0.172857,0.509174,0.534031,0.441315,0.492574,0.208394,0.223911,24
0.573276,0.337778,0.278226,0.232493,0.300366,0.458333,0.264706,0.331776,0.428,0.328767,0.167143,0.591743,0.376963,0.511737,0.450495,0.303001,0.233599,24
0.487069,0.315556,0.282258,0.221289,0.252747,0.296296,0.257353,0.299065,0.196,0.333333,0.12,0.389908,0.52356,0.403756,0.344554,0.254389,0.212322,24
0.431034,0.404444,0.354839,0.184874,0.344322,0.384259,0.404412,0.5,0.388,0.493151,0.155714,0.53211,0.518325,0.577465,0.5,0.356618,0.505732,24
0.491379,0.32,0.358871,0.330532,0.340659,0.393519,0.334559,0.327103,0.28,0.515982,0.16,0.504587,0.518325,0.525822,0.478713,0.221776,0.201638,24
0.387931,0.404444,0.350806,0.386555,0.43956,0.217593,0.264706,0.383178,0.248,0.488584,0.164286,0.568807,0.47644,0.41784,0.462376,0.290788,0.226808,24
0.426724,0.435556,0.41129,0.330532,0.410256,0.402778,0.386029,0.514019,0.352,0.547945,0.165714,0.610092,0.481675,0.502347,0.547525,0.318018,0.282817,24
0.594828,0.435556,0.455645,0.358543,0.267399,0.328704,0.404412,0.5,0.376,0.515982,0.198571,0.536697,0.623037,0.441315,0.560891,0.281104,0.262102,24
0.521552,0.293333,0.290323,0.27451,0.380952,0.273148,0.352941,0.471963,0.272,0.374429,0.18,0.504587,0.560209,0.399061,0.452475,0.31788,0.229362,24
0.418103,0.204444,0.33871,0.2493,0.362637,0.240741,0.356618,0.485981,0.268,0.410959,0.174286,0.559633,0.471204,0.478873,0.435644,0.232958,0.184163,24
0.521552,0.413333,0.451613,0.394958,0.358974,0.444444,0.415441,0.504673,0.304,0.515982,0.138571,0.637615,0.47644,0.521127,0.558416,0.305152,0.240951,24
0.443966,0.355556,0.334677,0.229692,0.391941,0.273148,0.349265,0.327103,0.384,0.43379,0.188571,0.651376,0.507853,0.558685,0.484653,0.336079,0.226247,24
0.452586,0.404444,0.467742,0.294118,0.406593,0.384259,0.415441,0.462617,0.368,0.456621,0.145714,0.591743,0.649215,0.558685,0.548515,0.418147,0.334807,24
0.525862,0.16,0.306452,0.193277,0.3663,0.310185,0.121324,0.728972,0.28,0.388128,0.152857,0.426606,0.424084,0.399061,0.395545,0.202219,0.19329,24
0.517241,0.373333,0.383065,0.366947,0.333333,0.416667,0.349265,0.420561,0.356,0.374429,0.185714,0.536697,0.481675,0.469484,0.507426,0.315163,0.286493,24
0.525862,0.355556,0.362903,0.330532,0.340659,0.37037,0.349265,0.471963,0.28,0.442922,0.168571,0.486239,0.575916,0.525822,0.500495,0.318018,0.289608,24
0.525862,0.4,0.306452,0.22409,0.333333,0.291667,0.363971,0.490654,0.3,0.456621,0.165714,0.614679,0.513089,0.478873,0.480198,0.324055,0.27045,24
0.306034,0.253333,0.278226,0.207283,0.289377,0.305556,0.294118,0.415888,0.288,0.273973,0.085714,0.307339,0.39267,0.201878,0.287624,0.257194,0.169677,25
0.280172,0.222222,0.217742,0.142857,0.186813,0.217593,0.261029,0.383178,0.22,0.260274,0.11,0.380734,0.308901,0.384977,0.24901,0.177139,0.112454,25
0.400862,0.297778,0.221774,0.184874,0.245421,0.25,0.3125,0.420561,0.156,0.273973,0.097143,0.357798,0.471204,0.375587,0.302475,0.219248,0.15432,25
0.271552,0.248889,0.270161,0.238095,0.230769,0.296296,0.301471,0.476636,0.368,0.429224,0.128571,0.477064,0.596859,0.455399,0.392079,0.352266,0.268892,25
0.310345,0.186667,0.25,0.19888,0.249084,0.134259,0.238971,0.504673,0.364,0.273973,0.13,0.334862,0.397906,0.183099,0.280198,0.227109,0.191171,25
0.258621,0.377778,0.177419,0.215686,0.230769,0.208333,0.389706,0.32243,0.196,0.333333,0.127143,0.40367,0.455497,0.361502,0.312376,0.130352,0.071366,25
0.331897,0.368889,0.270161,0.218487,0.010989,0.277778,0.213235,0.38785,0.184,0.273973,0.124286,0.307339,0.376963,0.328638,0.262376,0.232442,0.164787,25
0.25,0.368889,0.241935,0.196078,0.263736,0.291667,0.268382,0.046729,0.328,0.365297,0.157143,0.366972,0.774869,0.366197,0.339604,0.213073,0.16189,25
0.258621,0.364444,0.326613,0.168067,0.249084,0.328704,0.275735,0.308411,0.276,0.283105,0.132857,0.288991,0.445026,0.192488,0.294554,0.195527,0.106659,25
0.219828,0.297778,0.217742,0.154062,0.230769,0.236111,0.283088,0.397196,0.212,0.374429,0.077143,0.266055,0.460733,0.286385,0.256436,0.212746,0.123699,25
0.168103,0.302222,0.201613,0.170868,0.153846,0.208333,0.301471,0.471963,0.324,0.420091,0.101429,0.463303,0.376963,0.309859,0.292079,0.235297,0.120584,25
0.241379,0.235556,0.197581,0.238095,0.223443,0.24537,0.183824,0.32243,0.232,0.315068,0.107143,0.311927,0.445026,0.253521,0.249505,0.263885,0.185159,25
0.288793,0.333333,0.254032,0.151261,0.197802,0.24537,0.264706,0.397196,0.184,0.283105,0.091429,0.33945,0.376963,0.187793,0.247525,0.315679,0.19195,25
0.288793,0.257778,0.173387,0.176471,0.289377,0.222222,0.231618,0.271028,0.184,0.287671,0.065714,0.288991,0.39267,0.197183,0.214356,0.285267,0.187495,25
0.224138,0.293333,0.225806,0.280112,0.190476,0.240741,0.279412,0.345794,0.248,0.223744,0.104286,0.353211,0.361257,0.230047,0.260396,0.323867,0.197962,25
0.211207,0.351111,0.205645,0.179272,0.340659,0.212963,0.224265,0.397196,0.26,0.182648,0.1,0.394495,0.366492,0.333333,0.271782,0.280915,0.182823,25
0.258621,0.28,0.201613,0.207283,0.322344,0.273148,0.544118,0.546729,0.132,0.520548,0.13,0.518349,0.465969,0.267606,0.383663,0.23497,0.089402,25
0.396552,0.235556,0.217742,0.19888,0.238095,0.231481,0.470588,0.317757,0.188,0.292237,0.087143,0.522936,0.366492,0.211268,0.297525,0.318345,0.218117,25
0.400862,0.271111,0.217742,0.212885,0.384615,0.231481,0.305147,0.350467,0.228,0.365297,0.1,0.490826,0.256545,0.220657,0.309901,0.252842,0.151423,25
0.392241,0.355556,0.201613,0.246499,0.230769,0.208333,0.334559,0.504673,0.2,0.324201,0.124286,0.394495,0.324607,0.187793,0.312376,0.258037,0.167341,25
0.224138,0.24,0.209677,0.204482,0.322344,0.185185,0.341912,0.411215,0.3,0.273973,0.102857,0.394495,0.356021,0.356808,0.29505,0.252515,0.11479,25
0.271552,0.288889,0.241935,0.22409,0.106227,0.328704,0.363971,0.369159,0.164,0.187215,0.084286,0.380734,0.408377,0.403756,0.273762,0.232115,0.077378,25
0.163793,0.208889,0.262097,0.232493,0.21978,0.162037,0.330882,0.271028,0.216,0.173516,0.088571,0.334862,0.287958,0.253521,0.213366,0.280915,0.183384,25
0.392241,0.222222,0.266129,0.162465,0.212454,0.175926,0.386029,0.331776,0.284,0.365297,0.054286,0.376147,0.298429,0.276995,0.268812,0.384037,0.290261,25
