@relation touch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute stroke_duration numeric
@attribute start_x numeric
@attribute start_y numeric
@attribute stop_x numeric
@attribute stop_y numeric
@attribute direct_end_to_end_distance numeric
@attribute mean_resultant_length numeric
@attribute up_down_left_right numeric
@attribute direction_of_end_to_end_line numeric
@attribute largest_deviation_from_end_to_end numeric
@attribute average_direction numeric
@attribute length_of_trajectory numeric
@attribute average_velocity numeric
@attribute mid_stroke_pressure numeric
@attribute mid_stroke_area_covered numeric
@attribute touch_experience {0,1,2,3}

@data
0.08151,0.396094,0.468906,0.178805,0.431009,0.154618,0.525231,0.666667,0.035689,0.013577,0.014701,0.102815,0.067998,0.687291,0.428571,3
0.070022,0.414063,0.469535,0.189106,0.473837,0.155622,0.486249,0.666667,0.994911,0.008192,0.689737,0.104006,0.078711,0.637124,0.428571,3
0.062363,0.397656,0.455057,0.175126,0.482637,0.156627,0.526109,0.666667,0.973468,0.008842,0.970478,0.104154,0.08721,0.476589,0.357143,3
0.094639,0.342188,0.441838,0.147164,0.442743,0.133534,0.58589,0.666667,1,0.007565,0.426621,0.088799,0.051869,0.591973,0.392857,3
0.051969,0.360156,0.465758,0.181748,0.447436,0.119478,0.481518,0.666667,0.020993,0.006504,0.171291,0.078881,0.07938,0.381271,0.285714,3
0.066193,0.369531,0.47583,0.217068,0.46269,0.096386,0.540269,0.666667,0.016759,0.004064,0.28073,0.063304,0.053136,0.622074,0.428571,3
0.061816,0.357031,0.460722,0.191314,0.433356,0.111446,0.305458,0.666667,0.034936,0.00653,0.155719,0.074602,0.065133,0.58194,0.428571,3
0.058534,0.389063,0.480866,0.22569,0.475991,0.104418,0.397666,0.666667,0.003778,0.003645,0.390258,0.068286,0.063198,0.496656,0.392857,3
0.068928,0.382813,0.458204,0.192785,0.438636,0.128514,0.538968,0.666667,0.021682,0.008047,0.288885,0.085165,0.066593,0.586957,0.428571,3
0.076586,0.439844,0.449392,0.205294,0.46269,0.163655,0.577177,0.666667,0.988061,0.005916,0.858989,0.10812,0.075319,0.637124,0.428571,3
0.06291,0.200781,0.480866,0.342893,0.465624,0.116466,0.536789,1,0.48281,0.009918,0.491942,0.077006,0.065967,0.576923,0.357143,3
0.060722,0.161719,0.453798,0.268575,0.436876,0.085341,0.376726,1,0.471691,0.007883,0.492482,0.05653,0.052033,0.526756,0.321429,3
0.099562,0.163281,0.442467,0.311989,0.385834,0.131526,0.496142,1,0.433467,0.01397,0.449858,0.089043,0.049597,0.61204,0.25,3
0.043217,0.160156,0.409105,0.274462,0.351806,0.10743,0.459877,1,0.414327,0.003758,0.415251,0.070003,0.083269,0.456522,0.285714,3
0.065646,0.135156,0.336714,0.276669,0.286097,0.125502,0.510332,1,0.428777,0.00432,0.421666,0.082676,0.067698,0.677258,0.357143,3
0.065646,0.110156,0.245439,0.384099,0.36882,0.248996,0.560942,1,0.570144,0.021909,0.557226,0.167001,0.129375,0.832776,0.392857,3
0.069475,0.55,0.489049,0.249444,0.467384,0.214859,0.584282,0.666667,0.013403,0.019044,0.385775,0.143707,0.106922,0.88796,0.5,3
0.080963,0.489844,0.545702,0.226537,0.522246,0.185743,0.550545,0.666667,0.013708,0.003732,0.138557,0.122957,0.080705,0.897993,0.392857,3
0.07221,0.463281,0.587878,0.228841,0.593521,0.161647,0.584722,0.666667,0.986344,0.013576,0.607049,0.107933,0.079244,0.797659,0.428571,3
0.085886,0.363281,0.551368,0.1479,0.544826,0.150602,0.65669,0.666667,1,0.007659,0.384846,0.099287,0.062801,0.752508,0.392857,3
0.101204,0.384375,0.525559,0.161881,0.449196,0.170683,0.668402,0.666667,0.064807,0.006118,0.051818,0.112813,0.060743,0.953177,0.428571,3
0.085339,0.534375,0.579065,0.253859,0.500238,0.209839,0.402063,0.666667,0.052131,0.03808,0.464762,0.144868,0.089726,1,0.535714,3
0.089716,0.465625,0.501009,0.204559,0.498478,0.183735,0.624751,0.666667,0.999514,0.021902,0.431566,0.123809,0.074013,0.978261,0.464286,3
0.092998,0.496875,0.552627,0.184691,0.496718,0.230924,0.601806,0.666667,0.032678,0.023579,0.349269,0.155839,0.088915,1,0.464286,3
0.083698,0.492188,0.550738,0.206766,0.465624,0.217871,0.426815,0.666667,0.056233,0.044518,0.464206,0.152226,0.095672,1,0.5,3
0.068928,0.51875,0.510451,0.215596,0.3565,0.264056,0.593061,0.666667,0.09338,0.009881,0.075409,0.176414,0.130611,1,0.571429,3
0.080416,0.527344,0.453168,0.211181,0.300178,0.2751,0.568715,0.666667,0.091516,0.006557,0.190618,0.18405,0.118701,1,0.571429,3
0.092451,0.530469,0.494085,0.197945,0.412363,0.254016,0.58786,0.666667,0.048618,0.035006,0.041745,0.172906,0.098658,1,0.571429,3
0.108315,0.427344,0.458834,0.087931,0.382901,0.264056,0.646818,0.666667,0.044807,0.008154,0.03404,0.176304,0.086909,0.737458,0.428571,3
0.071116,0.939063,0.477089,0.672541,0.493785,0.165663,0.585957,0.666667,0.983439,0.007029,0.603043,0.110105,0.081805,1,0.5,3
0.074945,0.74375,0.619981,0.481963,0.606429,0.170683,0.595648,0.666667,0.001557,0.01237,0.500255,0.1135,0.080301,1,0.392857,3
0.075492,0.785938,0.551368,0.57561,0.541854,0.124498,0.562343,0.666667,0.002974,0.003579,0.23179,0.082279,0.059532,0.978261,0.357143,3
0.090263,0.810938,0.582212,0.570262,0.541893,0.15261,0.543359,0.666667,0.030773,0.019031,0.274255,0.102651,0.061872,0.968227,0.357143,3
0.098468,0.846875,0.542555,0.524641,0.55128,0.217871,0.651308,0.666667,0.98961,0.031349,0.495771,0.148612,0.080676,1,0.357143,3
0.082604,0.964063,0.515487,0.631573,0.509101,0.21988,0.638889,0.666667,0.001078,0.020305,0.330517,0.147598,0.094034,1,0.392857,3
0.093545,0.90625,0.545702,0.558076,0.551496,0.236948,0.660401,0.666667,0.992174,0.028052,0.583324,0.160535,0.090963,1,0.392857,3
0.085339,0.923438,0.541296,0.478284,0.583548,0.322289,0.689798,0.666667,0.976374,0.052999,0.561753,0.222223,0.134798,1,0.428571,3
0.132932,0.921094,0.54822,0.472398,0.621682,0.331325,0.63155,0.666667,0.961653,0.06733,0.653527,0.231929,0.093456,1,0.464286,3
0.137309,0.905469,0.567734,0.438273,0.660388,0.353414,0.611941,0.666667,0.954426,0.081017,0.585176,0.251554,0.098085,1,0.428571,3
0.186543,0.916406,0.592284,0.473869,0.633416,0.320281,0.732851,0.666667,0.975102,0.055276,0.574973,0.222353,0.064843,1,0.392857,3
0.154814,0.989063,0.535001,0.524641,0.572987,0.334337,0.633067,0.666667,0.979452,0.074782,0.451654,0.240818,0.083891,1,0.428571,3
0.165208,0.901563,0.49975,0.580564,0.535439,0.216867,0.741622,0.666667,0.97236,0.041962,0.559326,0.151308,0.050249,1,0.5,3
0.145514,0.829688,0.408475,0.288442,0.428662,0.405622,0.764156,0.666667,0.99332,0.007403,0.660251,0.272216,0.100271,0.371237,0.75,3
0.106674,0.870313,0.416658,0.367175,0.436289,0.370482,0.691176,0.666667,0.992724,0.016843,0.622034,0.248767,0.122744,0.461538,0.607143,3
0.117615,0.840625,0.361893,0.331856,0.517839,0.406627,0.698248,0.666667,0.940009,0.026395,0.933644,0.273854,0.123121,0.29097,0.25,3
0.097921,0.897656,0.417917,0.476077,0.483811,0.306225,0.660736,0.666667,0.967249,0.015079,0.870462,0.204949,0.110141,0.195652,0.214286,3
0.069475,0.797656,0.397145,0.353195,0.506105,0.341365,0.619192,0.666667,0.950562,0.024409,0.949474,0.228832,0.16624,0.30602,0.428571,3
0.079869,0.928906,0.307758,0.529792,0.353566,0.281124,0.636264,0.666667,0.980022,0.009625,0.984208,0.187426,0.12151,0.270903,0.25,3
0.102298,0.904688,0.35434,0.440022,0.403435,0.338353,0.692746,0.666667,0.980249,0.011608,0.891821,0.226579,0.116546,0.250836,0.214286,3
0.073851,0.903906,0.320348,0.598959,0.374687,0.204819,0.529144,0.666667,0.965868,0.018497,0.958347,0.137463,0.097201,0.27592,0.214286,3
0.068381,0.863281,0.266212,0.428678,0.380522,0.328313,0.593646,0.666667,0.950537,0.012212,0.954127,0.219648,0.162059,0.200669,0.214286,3
0.057987,0.907813,0.225925,0.561432,0.346526,0.257028,0.548857,0.666667,0.934659,0.009202,0.936684,0.171429,0.14747,0.220736,0.214286,3
0.078228,0.88125,0.168642,0.525377,0.401675,0.326305,0.558439,0.666667,0.887579,0.032151,0.888849,0.220197,0.14438,0.285953,0.392857,3
0.073304,0.899219,0.35434,0.472398,0.411648,0.308233,0.629617,0.666667,0.97414,0.018449,0.863703,0.206247,0.143607,0.165552,0.142857,3
0.061816,0.778906,0.348674,0.410138,0.424993,0.269076,0.601496,0.666667,0.959536,0.003674,0.959306,0.17926,0.145681,0.175585,0.214286,3
0.072757,0.861719,0.339862,0.445908,0.418102,0.305221,0.615694,0.666667,0.963377,0.005485,0.959224,0.203519,0.142727,0.265886,0.25,3
0.118709,0.879688,0.319718,0.451795,0.394048,0.312249,0.699129,0.666667,0.967004,0.019925,0.967537,0.210187,0.09448,0.311037,0.321429,3
0.101204,0.80625,0.320348,0.259654,0.414329,0.419679,0.669886,0.666667,0.967585,0.036902,0.963425,0.283048,0.145969,0.33612,0.285714,3
0.060175,0.85625,0.421065,0.475341,0.500825,0.278112,0.525834,0.666667,0.955871,0.024822,0.957355,0.186589,0.154837,0.341137,0.285714,3
0.049234,0.78125,0.453168,0.359081,0.571814,0.328313,0.52114,0.666667,0.941815,0.027155,0.943713,0.220695,0.214813,0.32107,0.25,3
0.065646,0.81875,0.460093,0.34878,0.628136,0.384538,0.494259,0.666667,0.928111,0.052679,0.937372,0.263922,0.200266,0.27592,0.214286,3
0.076039,0.895313,0.465129,0.276669,0.65395,0.506024,0.548385,0.666667,0.938482,0.071699,0.729293,0.34703,0.229796,0.366221,0.285714,3
0.219365,0.911719,0.483384,0.416475,0.557733,0.369478,0.687957,0.666667,0.967077,0.04919,0.60431,0.252703,0.062734,0.280936,0.178571,3
0.068928,0.864844,0.4752,0.362024,0.619336,0.398594,0.461165,0.666667,0.940644,0.05258,0.952447,0.272089,0.197733,0.235786,0.214286,3
0.074945,0.884375,0.480866,0.38851,0.6021,0.384538,0.557161,0.666667,0.948307,0.039827,0.953589,0.25982,0.175808,0.446488,0.428571,3
0.027899,0.961719,0.480866,0.459889,0.569467,0.376506,0.461473,0.666667,0.961526,0.039851,0.785396,0.255035,0.381526,0.210702,0.25,3
0.062363,0.910938,0.479607,0.48785,0.566534,0.313253,0.53586,0.666667,0.954892,0.020939,0.953211,0.209795,0.167913,0.245819,0.214286,3
0.086433,0.9125,0.481495,0.256802,0.695018,0.545181,0.598392,0.666667,0.934726,0.069671,0.938374,0.373144,0.220221,0.29097,0.178571,3
0.079869,0.307031,0.634459,0.753482,0.539546,0.389558,0.623071,1,0.46576,0.020694,0.469972,0.261753,0.167411,0.311037,0.321429,3
0.062363,0.477344,0.552627,0.941116,0.509038,0.405622,0.594257,1,0.485216,0.026522,0.480102,0.272498,0.215813,0.26087,0.25,3
0.076586,0.377344,0.600467,0.941116,0.476184,0.497992,0.103909,1,0.4626,0.009564,0.45804,0.333259,0.219534,0.115385,0.285714,3
0.054158,0.460938,0.309017,0.809474,0.360878,0.307229,0.550529,1,0.52124,0.006652,0.515005,0.204962,0.185018,0.225753,0.25,3
0.085339,0.698438,0.227814,0.422362,0.251483,0.185743,0.670949,0.666667,0.993248,0.01165,0.785885,0.123187,0.077094,0.285953,0.214286,3
0.376368,0.835938,0.262435,0.344365,0.229775,0.365462,0.882372,0.666667,0.019381,0.027357,0.437372,0.247261,0.035674,0.215719,0.142857,3
0.537746,0.536719,0.523041,0.385571,0.319245,0.214859,0.951252,0,0.176401,0.136496,0.504753,0.386921,0.038904,0.436455,0.321429,3
0.194748,0.560938,0.441838,0.607789,0.73374,0.294177,0.634349,0.333333,0.714697,0.006554,0.717024,0.196574,0.055125,0.737458,0.642857,3
0.080963,0.749219,0.339232,0.362024,0.357673,0.278112,0.639084,0.666667,0.994051,0.011884,0.65728,0.185235,0.11871,0.215719,0.142857,3
0.076586,0.826563,0.356228,0.530528,0.382314,0.196787,0.655758,0.666667,0.984925,0.019884,0.673457,0.132212,0.090751,0.185619,0.178571,3
0.152079,0.8625,0.313423,0.419209,0.31483,0.320281,0.706463,0.666667,0.003531,0.011932,0.48338,0.215078,0.076452,0.180602,0.214286,3
0.110503,0.785938,0.312164,0.519122,0.352979,0.175703,0.637697,0.666667,0.973027,0.017531,0.872123,0.117732,0.058223,0.190635,0.142857,3
0.120897,0.891406,0.358746,0.621034,0.377034,0.171687,0.463308,0.666667,0.989617,0.024088,0.577148,0.118405,0.053769,0.145485,0.107143,3
0.920131,0.8375,0.356228,0.356506,0.262043,0.36747,0.859929,0.666667,0.043526,0.038109,0.236823,0.253159,0.013949,0.32107,0.142857,3
0.182166,0.703125,0.320977,0.239142,0.289617,0.34739,0.799018,0.666667,0.017924,0.023613,0.216295,0.23389,0.069719,0.33612,0.178571,3
0.375274,0.828906,0.280061,0.273726,0.27495,0.416667,0.88213,0.666667,0.005974,0.013027,0.350624,0.281304,0.040747,0.346154,0.142857,3
0.12965,0.786719,0.285726,0.358458,0.25176,0.314257,0.729819,0.666667,0.022348,0.028502,0.465643,0.211985,0.087708,0.270903,0.142857,3
0.234136,0.735938,0.278802,0.277208,0.313552,0.340361,0.852074,0.666667,0.989418,0.017117,0.753819,0.228015,0.053161,0.396321,0.214286,3
0.118162,0.752344,0.261176,0.338478,0.267323,0.300201,0.71699,0.666667,0.003161,0.030147,0.493441,0.202473,0.091531,0.29097,0.178571,3
0.132385,0.75625,0.302722,0.29948,0.322472,0.336345,0.630113,0.666667,0.995597,0.041737,0.535649,0.231689,0.093726,0.250836,0.178571,3
0.113239,0.745313,0.276284,0.317875,0.280817,0.312249,0.716913,0.666667,0.003323,0.017902,0.455899,0.209984,0.098627,0.27592,0.214286,3
0.129103,0.759375,0.308387,0.336024,0.313507,0.308233,0.740629,0.666667,0.001959,0.015444,0.610378,0.20583,0.085587,0.30602,0.178571,3
0.102845,0.753125,0.318459,0.363496,0.369993,0.282129,0.537695,0.666667,0.976517,0.035593,0.677498,0.193853,0.099829,0.220736,0.107143,3
0.082057,0.792188,0.314682,0.421448,0.33434,0.261044,0.61803,0.666667,0.993974,0.026778,0.641093,0.17656,0.112064,0.215719,0.214286,3
0.094092,0.834375,0.348674,0.409117,0.330099,0.307229,0.655103,0.666667,0.012717,0.033259,0.461398,0.208006,0.115847,0.235786,0.214286,3
0.094639,0.725781,0.356228,0.328912,0.389941,0.288153,0.691037,0.666667,0.985305,0.010043,0.983356,0.192377,0.10693,0.331104,0.214286,3
0.138403,0.847656,0.332937,0.386309,0.350549,0.336345,0.722882,0.666667,0.995629,0.011326,0.752049,0.224975,0.087349,0.33612,0.142857,3
0.157549,0.848438,0.345527,0.340784,0.343214,0.375502,0.776906,0.666667,0.003604,0.022232,0.43528,0.252253,0.086315,0.356187,0.178571,3
0.118162,0.788281,0.30524,0.372326,0.311911,0.300201,0.694023,0.666667,0.00132,0.019428,0.648916,0.201333,0.091035,0.230769,0.214286,3
0.134026,0.817188,0.312794,0.386307,0.323645,0.311245,0.727971,0.666667,0.999407,0.035711,0.758329,0.21141,0.084782,0.185619,0.214286,3
0.077681,0.802344,0.277543,0.434135,0.306631,0.259036,0.566009,0.666667,0.989767,0.02843,0.475356,0.175641,0.117089,0.175585,0.142857,3
0.087527,0.803125,0.275654,0.459153,0.280817,0.237952,0.615133,0.666667,0.004063,0.03841,0.547901,0.163801,0.098484,0.215719,0.107143,3
0.510394,0.840625,0.26873,0.747595,0.303698,0.029116,0.83111,0.666667,0.912299,0.310957,0.454919,0.523832,0.055856,0.441472,0.214286,3
0.080416,0.921875,0.280061,0.608525,0.335379,0.210843,0.607054,0.666667,0.968065,0.01674,0.972735,0.140758,0.092126,0.165552,0.178571,3
0.066193,0.841406,0.261806,0.52355,0.311702,0.216867,0.581491,0.666667,0.973774,0.017273,0.847153,0.145046,0.112504,0.195652,0.178571,3
0.101204,0.797656,0.303352,0.381156,0.323645,0.300201,0.69048,0.666667,0.994783,0.011726,0.805186,0.20049,0.104637,0.225753,0.214286,3
0.112144,0.745313,0.26936,0.334063,0.27495,0.298193,0.678305,0.666667,0.003183,0.009357,0.234427,0.199655,0.094806,0.26087,0.214286,3
0.196937,0.450781,0.287615,0.732143,0.317778,0.246988,0.730876,1,0.511538,0.020116,0.479014,0.166678,0.046432,0.481605,0.214286,3
0.055799,0.464063,0.332308,0.749067,0.362366,0.251004,0.102593,1,0.513182,0.005401,0.502789,0.167202,0.148792,0.120401,0.214286,3
0.059081,0.442188,0.312794,0.802782,0.355913,0.315261,0.48645,1,0.516442,0.008147,0.508893,0.210585,0.176455,0.230769,0.214286,3
0.043217,0.479688,0.31783,0.753482,0.36002,0.243976,0.399798,1,0.520707,0.006365,0.510745,0.162194,0.178347,0.220736,0.25,3
0.041575,0.501563,0.336085,0.722577,0.387007,0.202811,0.40265,1,0.532425,0.002814,0.523458,0.134035,0.153991,0.170569,0.285714,3
0.041028,0.500781,0.352451,0.796159,0.393461,0.263052,0.396666,1,0.519938,0.007976,0.510402,0.175419,0.200075,0.100334,0.178571,3
0.054158,0.46875,0.323495,0.786594,0.36706,0.281124,0.539532,1,0.519068,0.009726,0.513801,0.187324,0.169859,0.165552,0.178571,3
0.028993,0.564063,0.344268,0.710068,0.360606,0.13755,0.105005,1,0.509259,0.000306,0.501389,0.090093,0.141284,0.065217,0.214286,3
0.052516,0.467969,0.320348,0.674749,0.369993,0.188755,0.282574,1,0.532762,0.00091,0.52359,0.12458,0.118964,0.115385,0.214286,3
0.047046,0.728125,0.330419,0.469454,0.371167,0.171687,0.478635,0.666667,0.971424,0.007345,0.971857,0.113824,0.119917,0.250836,0.142857,3
0.016958,0.464063,0.319718,0.522434,0.327752,0.057229,0.104324,1,0.497077,0.0004,0.486459,0.036228,0.09514,0.0301,0.25,3
0.031729,0.383594,0.321607,0.579092,0.344766,0.170683,0.103785,1,0.512233,0.001912,0.500641,0.112741,0.161771,0.065217,0.214286,3
0.060722,0.403906,0.295168,0.710804,0.314258,0.266064,0.48539,1,0.504552,0.008928,0.490662,0.177604,0.146627,0.115385,0.178571,3
0.055252,0.407031,0.302093,0.692409,0.324232,0.247992,0.486111,1,0.507087,0.00443,0.501211,0.165077,0.148234,0.145485,0.214286,3
0.066193,0.392969,0.284467,0.649731,0.310738,0.222892,0.596225,1,0.509884,0.009194,0.500929,0.148813,0.115239,0.170569,0.214286,3
0.064004,0.457813,0.340491,0.737294,0.369407,0.245984,0.437474,1,0.51307,0.004454,0.519899,0.164284,0.130204,0.225753,0.25,3
0.066193,0.442188,0.283838,0.789537,0.324818,0.304217,0.54565,1,0.514921,0.009133,0.509991,0.202869,0.154499,0.205686,0.214286,3
0.067287,0.457031,0.319718,0.805541,0.360648,0.306225,0.537498,1,0.516061,0.027866,0.505573,0.206391,0.154845,0.295987,0.214286,3
0.060175,0.459375,0.319089,0.763783,0.349459,0.268072,0.476225,1,0.512067,0.017924,0.508306,0.178908,0.14879,0.250836,0.25,3
0.084792,0.464844,0.349304,0.930806,0.377694,0.405622,0.587727,1,0.508057,0.031401,0.489361,0.276503,0.167383,0.180602,0.178571,3
0.037746,0.520312,0.355599,0.714119,0.375988,0.175703,0.280669,1,0.511491,0.005503,0.505485,0.116449,0.145984,0.120401,0.178571,3
0.047046,0.555469,0.382666,0.793216,0.403435,0.214859,0.401638,1,0.51108,0.011271,0.507917,0.14322,0.14825,0.160535,0.214286,3
0.05744,0.517188,0.375742,0.804333,0.398741,0.256024,0.487008,1,0.510468,0.004858,0.499778,0.170139,0.147602,0.185619,0.178571,3
0.051969,0.552344,0.387702,0.941116,0.414582,0.344378,0.488131,1,0.509983,0.012608,0.500421,0.230015,0.213746,0.155518,0.178571,3
0.050875,0.548438,0.359376,0.796895,0.398741,0.225904,0.483788,1,0.522283,0.008065,0.514342,0.150144,0.145278,0.180602,0.214286,3
0.041028,0.588281,0.354969,0.625872,0.402984,0.318273,0.283408,1,0.520158,0.003453,0.513904,0.212394,0.239797,0.095318,0.214286,3
0.046499,0.58125,0.363152,0.941116,0.408128,0.322289,0.479307,1,0.518698,0.001094,0.515254,0.215054,0.219559,0.170569,0.142857,3
0.047593,0.542188,0.363782,0.788065,0.408715,0.223896,0.488204,1,0.526516,0.003092,0.518748,0.14889,0.152272,0.185619,0.25,3
0.046499,0.613281,0.394627,0.285906,0.388789,0.232932,0.483352,0.666667,0.006081,0.008847,0.493798,0.155649,0.161761,0.250836,0.214286,3
0.068928,0.69375,0.327272,0.328912,0.351219,0.262048,0.479477,0.666667,0.990906,0.028196,0.493653,0.17665,0.130776,0.180602,0.178571,3
0.07221,0.738281,0.337973,0.335535,0.347699,0.291165,0.631556,0.666667,0.999053,0.024208,0.548891,0.195999,0.138605,0.240803,0.142857,3
0.065098,0.803125,0.315941,0.466511,0.343006,0.231928,0.474355,0.666667,0.988264,0.015503,0.480119,0.155222,0.121638,0.175585,0.214286,3
0.101751,0.80625,0.34238,0.394033,0.36442,0.296185,0.616028,0.666667,0.992386,0.040475,0.426641,0.202218,0.104982,0.235786,0.142857,3
0.071663,0.759375,0.362523,0.382627,0.355326,0.268072,0.594507,0.666667,0.007329,0.018718,0.503976,0.179469,0.128316,0.26087,0.142857,3
0.103392,0.798438,0.335455,0.467553,0.348742,0.226908,0.537598,0.666667,0.996495,0.038254,0.634829,0.15739,0.081437,0.255853,0.214286,3
0.052516,0.882031,0.326642,0.607053,0.383487,0.181727,0.402053,0.666667,0.959262,0.023046,0.958165,0.122383,0.117027,0.220736,0.178571,3
0.060722,0.779688,0.312794,0.432663,0.388181,0.251004,0.596856,0.666667,0.958766,0.008962,0.96076,0.166885,0.138253,0.29097,0.214286,3
0.087527,0.807031,0.650826,0,0.750754,0.643574,0.639706,0.666667,0.97146,0.014949,0.974263,0.431411,0.250963,0.436455,0.321429,2
0.082057,0.903906,0.62187,0.154523,0.74078,0.593373,0.985706,0.666667,0.964407,0.033584,0.957683,0.399296,0.246397,0.381271,0.321429,2
0.058534,0.857813,0.677264,0.248708,0.737847,0.467871,0.989521,0.666667,0.974023,0.021743,0.973888,0.313639,0.260882,0.356187,0.285714,2
0.078228,0.978125,0.650826,0.377477,0.682698,0.450803,0.590552,0.666667,0.983965,0.024443,0.983019,0.302202,0.195949,0.416388,0.357143,2
0.073304,0.903906,0.512969,0.423098,0.602908,0.36245,0.510954,0.666667,0.958515,0.028003,0.963589,0.244114,0.168802,0.346154,0.321429,2
0.052516,0.759375,0.570252,0.37159,0.692672,0.307229,0.270586,0.666667,0.931219,0.020598,0.915092,0.205725,0.19049,0.135452,0.357143,2
0.062363,0.899219,0.537519,0.44738,0.622856,0.338353,0.513884,0.666667,0.956999,0.025558,0.956687,0.227493,0.181433,0.331104,0.357143,2
0.060722,0.838281,0.56018,0.457681,0.662751,0.289157,0.512079,0.666667,0.939125,0.024077,0.944953,0.194571,0.159884,0.311037,0.321429,2
0.076586,0.91875,0.492826,0.231784,0.705579,0.569277,0.633927,0.666667,0.937587,0.054174,0.940095,0.385727,0.253143,0.346154,0.321429,2
0.049234,0.8375,0.540037,0.42089,0.656297,0.322289,0.518957,0.666667,0.938944,0.028714,0.940825,0.217205,0.211569,0.30602,0.321429,2
0.115974,0.885156,0.522412,0.425305,0.642217,0.355422,0.628317,0.666667,0.943512,0.027786,0.953651,0.239449,0.109506,0.366221,0.357143,2
0.112691,0.896875,0.54885,0.386307,0.695018,0.406627,0.712742,0.666667,0.938766,0.034486,0.942644,0.273879,0.1281,0.32107,0.321429,2
0.205689,0.2375,0.693631,0.924957,0.639306,0.583333,0.778935,1,0.489229,0.032881,0.498682,0.395676,0.103961,0.351171,0.357143,2
0.11488,0.989063,0.605503,0.46136,0.65747,0.390562,0.718002,0.666667,0.974603,0.013812,0.973872,0.261471,0.120305,0.697324,0.428571,2
0.083698,0.907031,0.587248,0.490793,0.662164,0.306225,0.578959,0.666667,0.956423,0.031228,0.9548,0.207168,0.128236,0.33612,0.25,2
0.217177,0.951563,0.550109,0.401759,0.696778,0.434739,0.611835,0.666667,0.942644,0.023952,0.86871,0.29391,0.073522,0.29097,0.285714,2
0.131291,0.914063,0.58536,0.293593,0.763661,0.506024,0.716279,0.666667,0.939243,0.039976,0.878381,0.341914,0.138014,0.250836,0.25,2
0.149344,0.928125,0.563328,0.381156,0.694432,0.428715,0.782265,0.666667,0.947588,0.028872,0.947726,0.288256,0.103458,0.265886,0.357143,2
0.101204,0.991406,0.545073,0.528142,0.634954,0.344378,0.648329,0.666667,0.955373,0.02503,0.956067,0.231312,0.120068,0.255853,0.214286,2
0.106127,0.860053,0.203185,0.692119,0.406056,0.473896,0.561794,0.666667,0.935626,0.035963,0.937387,0.319803,0.157399,0.531773,0.285714,2
0.149891,0.782095,0.203834,0.787017,0.346159,0.288153,0.558028,0.666667,0.92974,0.025754,0.92268,0.193963,0.070136,0.391304,0.285714,2
0.071663,0.955303,0.172026,0.547987,0.385486,0.345382,0.535018,0.666667,0.90584,0.024446,0.90381,0.232254,0.16413,0.481605,0.357143,2
0.13895,0.945455,0.188255,0.582949,0.332849,0.278112,0.436123,0.666667,0.92616,0.009826,0.905748,0.187034,0.072795,0.446488,0.392857,2
0.11105,0.959848,0.220712,0.814845,0.266296,0.066265,0.441764,0.666667,0.938826,0.003166,0.93597,0.046895,0.02534,0.727425,0.392857,2
0.069475,0.944697,0.262258,0.727081,0.340109,0.138554,0.402436,0.666667,0.928226,0.00144,0.931339,0.091048,0.070228,0.230769,0.357143,2
0.115974,0.976515,0.234345,0.80985,0.283842,0.084337,0.189753,0.666667,0.941937,0.007549,0.891431,0.057482,0.028964,0.376254,0.285714,2
0.041575,0.931818,0.265504,0.775601,0.286867,0.072289,0.105106,0.666667,0.983977,0,0.986378,0.046094,0.060492,0.250836,0.428571,2
0.193107,0.854017,0.247977,0.627665,0.294127,0.213855,0.757494,0.666667,0.976831,0.003858,0.980097,0.141847,0.040494,0.436455,0.25,2
0.124179,0.823337,0.288224,0.67973,0.322419,0.109438,0.360074,0.666667,0.969688,0.004846,0.946471,0.072728,0.033421,0.331104,0.25,2
0.149891,0.902301,0.308997,0.723828,0.364915,0.153614,0.52368,0.666667,0.954373,0.009001,0.956203,0.1015,0.037811,0.265886,0.214286,2
0.202954,0.891236,0.264855,0.857656,0.338899,0.337349,0.66265,0.666667,0.97122,0.009403,0.95799,0.227746,0.061135,0.546823,0.392857,2
0.286652,0.918899,0.293418,0.673635,0.349898,0.23494,0.749793,0.666667,0.969878,0.012945,0.916672,0.157686,0.030108,0.351171,0.178571,2
0.103392,0.927952,0.218116,0.774499,0.292687,0.125502,0.564582,0.666667,0.929464,0.003489,0.923122,0.083075,0.044941,0.607023,0.25,2
0.155908,0.953602,0.157095,0.750829,0.240885,0.184739,0.665141,0.666667,0.946648,0.008248,0.947701,0.122594,0.043484,0.712375,0.285714,2
0.123085,0.938011,0.16099,0.774041,0.23181,0.134538,0.580309,0.666667,0.94287,0.00855,0.920118,0.091454,0.041561,0.546823,0.25,2
0.214442,0.981265,0.109707,0.762226,0.224425,0.212851,0.694005,0.666667,0.932034,0.004559,0.939855,0.141361,0.036345,0.602007,0.25,2
0.299234,0.967685,0.033756,0.742587,0.230155,0.262048,0.806112,0.666667,0.892335,0.013253,0.876994,0.17903,0.032677,0.91806,0.464286,2
0.223195,0.950082,0.018176,0.788963,0.145897,0.154618,0.662014,0.666667,0.897787,0.009492,0.870461,0.106227,0.026463,1,0.5,2
