@relation touch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute stroke_duration numeric
@attribute start_x numeric
@attribute start_y numeric
@attribute stop_x numeric
@attribute stop_y numeric
@attribute direct_end_to_end_distance numeric
@attribute mean_resultant_length numeric
@attribute up_down_left_right numeric
@attribute direction_of_end_to_end_line numeric
@attribute largest_deviation_from_end_to_end numeric
@attribute average_direction numeric
@attribute length_of_trajectory numeric
@attribute average_velocity numeric
@attribute mid_stroke_pressure numeric
@attribute mid_stroke_area_covered numeric
@attribute gender {0,1}

@data
0.057427,0.226563,0.506045,0.629433,0.357493,0.631107,0.586076,1,0.462359,0.040033,0.449845,0.494515,0.228463,0.530017,0.444444,0
0.051353,0.33125,0.474571,0.941198,0.305441,0.551346,0.472694,1,0.449953,0.030125,0.437721,0.428009,0.216224,0.427101,0.407407,0
0.049696,0.299219,0.460722,0.941116,0.312498,0.570289,0.486912,1,0.457498,0.013012,0.447001,0.442241,0.228474,0.380789,0.333333,0
0.093319,0.046875,0.533742,0.941588,0.307707,0.784646,0.666801,1,0.453621,0.022957,0.43963,0.620034,0.192721,0.545455,0.296296,0
0.057979,0.003906,0.642013,0.665919,0.509038,0.566301,0.598015,1,0.465277,0.033291,0.444634,0.440655,0.203056,0.463122,0.296296,0
0.060188,0.19375,0.608021,0.941116,0.580028,0.634098,0.591812,1,0.495393,0.061701,0.480484,0.500387,0.222968,0.41681,0.333333,0
0.027057,0.803125,0.572141,0.326705,0.65395,0.366899,0.365151,0.666667,0.960396,0.04419,0.752916,0.278183,0.220574,0.35506,0.333333,0
0.030922,0.823438,0.53626,0.36276,0.698539,0.381854,0.423102,0.666667,0.926911,0.031773,0.936163,0.289238,0.211032,0.272727,0.37037,0
0.030922,0.932031,0.543814,0.498887,0.644563,0.331007,0.367691,0.666667,0.947443,0.039463,0.750283,0.247515,0.183032,0.277873,0.296296,0
0.0254,0.727344,0.662157,0.130976,0.996576,0.582253,0.363087,0.666667,0.896048,0.047097,0.903391,0.455909,0.362176,0.180103,0.333333,0
0.046383,0.746094,0.652085,0.00883,0.995989,0.684945,0.396805,0.666667,0.910933,0.104066,0.751537,0.553393,0.297537,0.313894,0.259259,0
0.047488,0.805469,0.641384,0.200144,0.875718,0.528415,0.481563,0.666667,0.921442,0.078807,0.912276,0.417466,0.223472,0.385935,0.296296,0
0.051353,0.835156,0.592914,0.284027,0.804142,0.473579,0.501217,0.666667,0.921941,0.080483,0.796033,0.375549,0.190962,0.349914,0.333333,0
0.046935,0.861719,0.602985,0.2958,0.796515,0.475573,0.304808,0.666667,0.928757,0.079275,0.915226,0.376846,0.204515,0.319039,0.259259,0
0.036996,0.757813,0.592284,0.235185,0.840328,0.475573,0.257131,0.666667,0.907793,0.053781,0.888229,0.368116,0.23556,0.231561,0.296296,0
0.045831,0.860938,0.563957,0.251651,0.767181,0.512463,0.364807,0.666667,0.931622,0.114806,0.905094,0.414604,0.227699,0.334477,0.333333,0
0.038653,0.760156,0.580953,0.216332,0.795342,0.472582,0.357749,0.666667,0.920848,0.096518,0.904518,0.376915,0.233957,0.391081,0.296296,0
0.051353,0.620117,0.376093,0.161881,0.282728,0.216351,0.09755,0.666667,0.048308,0.012105,0.022889,0.150345,0.082516,0.798992,0.153086,0
0.108227,0.668945,0.451108,0.332959,0.382694,0.149551,0.270376,0.666667,0.047786,0.009269,0.032396,0.095177,0.028162,0.691788,0.153086,0
0.069023,0.548828,0.372145,0.083477,0.294141,0.219342,0.399832,0.666667,0.040216,0.003554,0.016167,0.15219,0.065621,0.879395,0.153086,0
0.078962,0.726563,0.328715,0.134966,0.266399,0.275174,0.105067,0.666667,0.027147,0.003032,0.005554,0.198057,0.074367,0.852594,0.153086,0
0.078962,0.639648,0.418207,0.090138,0.325658,0.260219,0.478321,0.666667,0.03872,0.008863,0.01278,0.186397,0.070303,0.718589,0.114815,0
0.080066,0.592773,0.380041,0.120457,0.281388,0.225324,0.278814,0.666667,0.048911,0.005144,0.027006,0.157238,0.059405,0.852594,0.153086,0
0.101601,0.621094,0.39057,0.174758,0.381468,0.200399,0.277719,0.666667,0.006808,0.020271,0.241048,0.138237,0.042308,0.638186,0.114815,0
0.076753,0.371094,0.370829,0.031125,0.233608,0.180459,0.398162,0.666667,0.086289,0.006216,0.069684,0.120465,0.048556,0.879395,0.153086,0
0.080618,0.484375,0.422155,0.032192,0.39312,0.208375,0.388928,0.666667,0.015518,0.021677,0.209454,0.144538,0.054689,0.959798,0.153086,0
0.085036,0.539063,0.395834,0.264896,0.336084,0.122632,0.103507,0.666667,0.053856,0.002384,0.033178,0.072184,0.028339,0.839194,0.191358,0
0.074544,0.578125,0.437948,0.185795,0.361842,0.181456,0.276111,0.666667,0.044685,0.009979,0.030765,0.121231,0.050124,0.932997,0.191358,0
0.064053,0.556641,0.426103,0.150844,0.339764,0.190429,0.396752,0.666667,0.048817,0.009317,0.032578,0.128877,0.060326,0.946398,0.191358,0
0.102706,0.575195,0.369513,0.072203,0.392507,0.230309,0.250878,0.666667,0.992172,0.02927,0.506403,0.164308,0.049209,0.932997,0.191358,0
0.10381,0.645508,0.374777,0.150844,0.336084,0.225324,0.253359,0.666667,0.020345,0.020162,0.259546,0.159284,0.047307,0.664987,0.153086,0
0.087797,0.611328,0.401098,0.149924,0.408453,0.208375,0.281018,0.666667,0.998149,0.019192,0.493662,0.144084,0.050461,0.651587,0.153086,0
0.113749,0.527344,0.34056,0.011957,0.250223,0.247258,0.573225,0.666667,0.042107,0.003283,0.026209,0.175493,0.047478,0.664987,0.153086,0
0.045279,0.605469,0.360301,0.198212,0.323205,0.182453,0.100991,0.666667,0.024635,0.007548,0.005214,0.122367,0.07603,0.758791,0.153086,0
0.074544,0.551758,0.358985,0.121034,0.293851,0.200399,0.276124,0.666667,0.037556,0.012484,0.011705,0.136733,0.055777,1,0.22963,0
0.07344,0.842773,0.402414,0.018149,0.652343,0.419741,0.317779,0.666667,0.9357,0.060278,0.933282,0.326842,0.126645,0.624786,0.114815,0
0.062396,0.902344,0.348456,0.012114,0.586824,0.445663,0.201952,0.666667,0.943411,0.077689,0.94671,0.349409,0.153798,0.624786,0.076543,0
0.063501,0.792969,0.316871,0.1674,0.44525,0.297109,0.054513,0.666667,0.957084,0.074669,0.615524,0.230802,0.102791,0.678388,0.153086,0
0.071784,0.77832,0.416891,0.094737,0.516392,0.323031,0.240124,0.666667,0.967921,0.051841,0.467607,0.245661,0.098552,0.597985,0.114815,0
0.06074,0.864258,0.318187,0.073208,0.481705,0.382851,0.21286,0.666667,0.95652,0.066548,0.707571,0.298292,0.135273,0.611385,0.114815,0
0.063501,0.898438,0.356352,0.223046,0.569749,0.337986,0.205126,0.666667,0.933171,0.054688,0.927857,0.256924,0.113562,0.597985,0.153086,0
0.066814,0.249023,0.418207,0.888505,0.501673,0.328016,0.100463,1,0.526162,0.00849,0.515105,0.242727,0.103373,0.651587,0.114815,0
0.069575,0.90625,0.39715,0.260757,0.54031,0.307079,0.355179,0.666667,0.95127,0.046815,0.751656,0.231965,0.095863,0.557783,0.153086,0
0.154059,0.852539,0.387938,0.168319,0.5906,0.340977,0.252953,0.666667,0.936695,0.103932,0.763906,0.277679,0.055226,0.584584,0.114815,0
0.105467,0.807617,0.361617,0.087871,0.573722,0.360917,0.517285,0.666667,0.937849,0.07447,0.947454,0.282399,0.080508,0.584584,0.191358,0
0.066814,0.426758,0.44716,0.879307,0.477141,0.235294,0.099057,1,0.513064,0.010893,0.503669,0.165602,0.072774,0.584584,0.114815,0
0.05577,0.375,0.476113,0.892184,0.467942,0.265204,0.103644,1,0.497202,0.01015,0.481635,0.190557,0.095603,0.584584,0.114815,0
0.05577,0.421875,0.38399,0.933574,0.35203,0.265204,0.283544,1,0.485224,0.005164,0.474814,0.19012,0.095405,0.651587,0.076543,0
0.032579,0.416992,0.35372,0.598499,0.474075,0.308076,0.103771,1,0.539252,0.008345,0.533117,0.225945,0.163121,0.504181,0.114815,0
0.039205,0.491211,0.331347,0.908905,0.411301,0.22333,0.095006,1,0.533707,0.014078,0.525653,0.156371,0.104108,0.678388,0.153086,0
0.056322,0.357422,0.349772,0.908433,0.501781,0.298106,0.087996,1,0.552184,0.023244,0.530247,0.219004,0.107687,0.705189,0.076543,0
0.081723,0.40918,0.377409,0.9115,0.39864,0.259222,0.247542,1,0.506373,0.039662,0.476097,0.189799,0.069374,0.678388,0.114815,0
0.053009,0.449219,0.352404,0.935874,0.410906,0.254237,0.088908,1,0.521276,0.027648,0.502695,0.18311,0.095933,0.718589,0.114815,0
0.07344,0.415039,0.356352,0.925296,0.494314,0.277168,0.282247,1,0.550698,0.005749,0.54109,0.200372,0.07999,0.530982,0.153086,0
0.038653,0.668945,0.286601,0.243281,0.533564,0.245264,0,0.666667,0.89072,0.055523,0.895707,0.183716,0.12111,0.611385,0.153086,0
0.041414,0.643555,0.351088,0.300767,0.520072,0.182453,0.07091,0.666667,0.901342,0.018293,0.891621,0.122814,0.081435,0.624786,0.114815,0
0.053009,0.817383,0.276073,0.122062,0.505833,0.352941,0.028752,0.666667,0.932419,0.071918,0.618434,0.273221,0.138354,0.651587,0.114815,0
0.062396,0.862305,0.369513,0.114512,0.649476,0.392822,0.020661,0.666667,0.922566,0.075052,0.951533,0.305961,0.135647,0.571184,0.114815,0
0.062949,0.796875,0.268177,0.036791,0.569135,0.437687,0.443689,0.666667,0.927126,0.083619,0.927208,0.344986,0.150903,0.651587,0.153086,0
0.119823,0.895508,0.387938,0.011957,0.665422,0.464606,0.395881,0.666667,0.935439,0.15555,0.669716,0.411494,0.103503,0.651587,0.191358,0
0.09111,0.87207,0.316871,0.009667,0.639066,0.464606,0.140568,0.666667,0.925363,0.103321,0.91807,0.37849,0.121599,0.638186,0.114815,0
0.073992,0.539844,0.492196,0.293523,0.490264,0.17348,0.570186,0.666667,0.999472,0.003712,0.608746,0.114829,0.048109,0.704974,0.518519,0
0.059636,0.447656,0.489049,0.265381,0.493198,0.123629,0.40172,0.666667,0.99201,0.000827,0.99228,0.073522,0.040108,0.627787,0.481481,0
0.065157,0.445313,0.491567,0.291386,0.485571,0.099701,0.22632,0.666667,0.005088,0.012696,0.449464,0.057225,0.030487,0.782161,0.481481,0
0.052457,0.482031,0.477089,0.284027,0.465037,0.135593,0.401466,0.666667,0.011773,0.004502,0.191414,0.083456,0.049442,0.586621,0.444444,0
0.053562,0.477344,0.510451,0.242085,0.474424,0.170489,0.486559,0.666667,0.029523,0.002783,0.007257,0.111837,0.061865,0.493997,0.444444,0
0.057979,0.528906,0.528077,0.283291,0.510212,0.17348,0.545079,0.666667,0.011377,0.007777,0.425006,0.115134,0.059457,0.890223,0.592593,0
0.054666,0.467188,0.494714,0.211181,0.487331,0.185444,0.600248,0.666667,0.003737,0.006368,0.490639,0.124426,0.066654,0.648371,0.444444,0
0.057979,0.446875,0.499121,0.196464,0.470904,0.18345,0.57247,0.666667,0.021396,0.014448,0.121733,0.124165,0.06344,0.735849,0.444444,0
0.067918,0.415625,0.465129,0.194993,0.426315,0.162512,0.552059,0.666667,0.036671,0.006635,0.156335,0.106196,0.048504,0.596913,0.444444,0
0.054114,0.423438,0.450021,0.210445,0.410475,0.15653,0.466798,0.666667,0.039899,0.007431,0.010519,0.100874,0.056272,0.540309,0.444444,0
0.044174,0.44375,0.440579,0.239142,0.408715,0.14656,0.482333,0.666667,0.034766,0.004812,0.178514,0.09256,0.061506,0.493997,0.407407,0
0.049696,0.426563,0.45128,0.220747,0.440396,0.145563,0.54431,0.666667,0.011667,0.005912,0.275738,0.091555,0.055645,0.689537,0.481481,0
0.07344,0.424219,0.429878,0.18837,0.397568,0.17348,0.635942,0.666667,0.030573,0.010086,0.229518,0.115403,0.048645,0.777016,0.555556,0
0.06571,0.442188,0.422953,0.199408,0.368233,0.184447,0.628891,0.666667,0.048903,0.0068,0.12809,0.124728,0.057369,0.818182,0.481481,0
0.072888,0.396094,0.468906,0.178805,0.431009,0.160518,0.525231,0.666667,0.035967,0.01593,0.009562,0.104833,0.04505,0.679245,0.444444,0
0.061292,0.414063,0.469535,0.189106,0.473837,0.161515,0.486249,0.666667,0.994913,0.009612,0.688118,0.106283,0.053026,0.627787,0.444444,0
0.053562,0.397656,0.455057,0.175126,0.482637,0.162512,0.526109,0.666667,0.973476,0.010375,0.970324,0.106462,0.059353,0.463122,0.37037,0
0.08614,0.342188,0.441838,0.147164,0.442743,0.139581,0.58589,0.666667,1,0.008876,0.42363,0.087774,0.033042,0.581475,0.407407,0
0.04307,0.360156,0.465758,0.181748,0.447436,0.125623,0.481518,0.666667,0.021275,0.007631,0.166968,0.075703,0.053523,0.365352,0.296296,0
0.057427,0.369531,0.47583,0.217068,0.46269,0.102692,0.540269,0.666667,0.017043,0.004769,0.276978,0.056743,0.033986,0.61235,0.444444,0
0.053009,0.357031,0.460722,0.191314,0.433356,0.117647,0.305458,0.666667,0.035214,0.007661,0.151315,0.070495,0.042917,0.571184,0.444444,0
0.049696,0.389063,0.480866,0.22569,0.475991,0.110668,0.397666,0.666667,0.004066,0.004277,0.387078,0.062807,0.041477,0.483705,0.407407,0
0.060188,0.382813,0.458204,0.192785,0.438636,0.134596,0.538968,0.666667,0.021965,0.009441,0.285175,0.083351,0.044004,0.576329,0.444444,0
0.067918,0.439844,0.449392,0.205294,0.46269,0.169492,0.577177,0.666667,0.988064,0.006941,0.858254,0.11129,0.0505,0.627787,0.444444,0
0.054114,0.200781,0.480866,0.342893,0.465624,0.122632,0.536789,1,0.48296,0.011637,0.489292,0.073421,0.043538,0.566038,0.37037,0
0.051905,0.161719,0.453798,0.268575,0.436876,0.091725,0.376726,1,0.471844,0.00925,0.489835,0.048499,0.033165,0.51458,0.333333,0
0.09111,0.163281,0.442467,0.311989,0.385834,0.137587,0.496142,1,0.43363,0.016391,0.446989,0.088071,0.031351,0.602058,0.259259,0
0.034235,0.160156,0.409105,0.274462,0.351806,0.113659,0.459877,1,0.414496,0.00441,0.412201,0.064897,0.056419,0.442539,0.296296,0
0.056875,0.135156,0.336714,0.276669,0.286097,0.131605,0.510332,1,0.428942,0.005068,0.418649,0.080321,0.044826,0.668954,0.37037,0
0.056875,0.110156,0.245439,0.384099,0.36882,0.254237,0.560942,1,0.570268,0.025705,0.554917,0.182954,0.090744,0.828473,0.407407,0
0.06074,0.55,0.489049,0.249444,0.467384,0.220339,0.584282,0.666667,0.013688,0.022344,0.382571,0.154603,0.074028,0.885077,0.518519,0
0.072336,0.489844,0.545702,0.226537,0.522246,0.191426,0.550545,0.666667,0.013993,0.004379,0.134064,0.129348,0.05451,0.895369,0.407407,0
0.063501,0.463281,0.587878,0.228841,0.593521,0.167498,0.584722,0.666667,0.986348,0.015929,0.605,0.111062,0.053422,0.792453,0.444444,0
0.077305,0.363281,0.551368,0.1479,0.544826,0.15653,0.65669,0.666667,1,0.008986,0.381637,0.100538,0.041181,0.746141,0.407407,0
0.092766,0.384375,0.525559,0.161881,0.449196,0.176471,0.668402,0.666667,0.065077,0.007178,0.046873,0.117002,0.039649,0.951973,0.444444,0
0.076753,0.534375,0.579065,0.253859,0.500238,0.215354,0.402063,0.666667,0.052404,0.044679,0.46197,0.156015,0.061226,1,0.555556,0
0.081171,0.465625,0.501009,0.204559,0.498478,0.189432,0.624751,0.666667,0.999515,0.025697,0.428601,0.130384,0.049528,0.977702,0.481481,0
0.084484,0.496875,0.552627,0.184691,0.496718,0.236291,0.601806,0.666667,0.032958,0.027664,0.345875,0.169369,0.060623,1,0.481481,0
0.075097,0.492188,0.550738,0.206766,0.465624,0.22333,0.426815,0.666667,0.056506,0.052232,0.461411,0.164971,0.065652,1,0.518519,0
0.060188,0.51875,0.510451,0.215596,0.3565,0.269192,0.593061,0.666667,0.093642,0.011593,0.070586,0.194411,0.091664,1,0.592593,0
0.071784,0.527344,0.453168,0.211181,0.300178,0.28016,0.568715,0.666667,0.091778,0.007694,0.186396,0.203704,0.082798,1,0.592593,0
0.083932,0.530469,0.494085,0.197945,0.412363,0.259222,0.58786,0.666667,0.048893,0.041072,0.036747,0.190141,0.067876,1,0.592593,0
0.099945,0.427344,0.458834,0.087931,0.382901,0.269192,0.646818,0.666667,0.045083,0.009567,0.029002,0.194277,0.059129,0.730703,0.444444,0
0.062396,0.939063,0.477089,0.672541,0.493785,0.171486,0.585957,0.666667,0.983444,0.008247,0.600972,0.113705,0.055329,1,0.518519,0
0.066262,0.74375,0.619981,0.481963,0.606429,0.176471,0.595648,0.666667,0.001846,0.014513,0.497648,0.117837,0.054209,1,0.407407,0
0.066814,0.785938,0.551368,0.57561,0.541854,0.130608,0.562343,0.666667,0.003262,0.004199,0.227783,0.079838,0.038747,0.977702,0.37037,0
0.081723,0.810938,0.582212,0.570262,0.541893,0.158524,0.543359,0.666667,0.031053,0.022329,0.270469,0.104633,0.04049,0.96741,0.37037,0
0.090006,0.846875,0.542555,0.524641,0.55128,0.22333,0.651308,0.666667,0.989613,0.036782,0.493141,0.160573,0.054489,1,0.37037,0
0.073992,0.964063,0.515487,0.631573,0.509101,0.225324,0.638889,0.666667,0.001366,0.023824,0.327025,0.159338,0.064433,1,0.407407,0
0.085036,0.90625,0.545702,0.558076,0.551496,0.242273,0.660401,0.666667,0.992176,0.032913,0.581151,0.175084,0.062147,1,0.407407,0
0.076753,0.923438,0.541296,0.478284,0.583548,0.327019,0.689798,0.666667,0.976381,0.062184,0.559467,0.250165,0.094781,1,0.444444,0
0.124793,0.921094,0.54822,0.472398,0.621682,0.335992,0.63155,0.666667,0.961664,0.078998,0.651719,0.261978,0.064003,1,0.481481,0
0.12921,0.905469,0.567734,0.438273,0.660388,0.357926,0.611941,0.666667,0.954439,0.095057,0.583012,0.285864,0.067449,1,0.444444,0
0.178907,0.916406,0.592284,0.473869,0.633416,0.325025,0.732851,0.666667,0.975109,0.064854,0.572756,0.250323,0.042702,1,0.407407,0
0.14688,0.989063,0.535001,0.524641,0.572987,0.338983,0.633067,0.666667,0.979458,0.087741,0.448794,0.272797,0.056882,1,0.444444,0
0.157372,0.901563,0.49975,0.580564,0.535439,0.222333,0.741622,0.666667,0.972368,0.049234,0.557027,0.163854,0.031837,1,0.518519,0
0.137493,0.829688,0.408475,0.288442,0.428662,0.409771,0.764156,0.666667,0.993322,0.008686,0.658479,0.311012,0.069076,0.35506,0.777778,0
0.098288,0.870313,0.416658,0.367175,0.436289,0.374875,0.691176,0.666667,0.992726,0.019762,0.620063,0.282472,0.085807,0.447684,0.62963,0
0.109332,0.840625,0.361893,0.331856,0.517839,0.410768,0.698248,0.666667,0.940026,0.030969,0.933298,0.313005,0.086088,0.272727,0.259259,0
0.089453,0.897656,0.417917,0.476077,0.483811,0.311067,0.660736,0.666667,0.967259,0.017692,0.869786,0.22914,0.076424,0.174957,0.222222,0
0.06074,0.797656,0.397145,0.353195,0.506105,0.345962,0.619192,0.666667,0.950576,0.028639,0.949211,0.258209,0.118189,0.288165,0.444444,0
0.071231,0.928906,0.307758,0.529792,0.353566,0.286142,0.636264,0.666667,0.980028,0.011292,0.984125,0.207813,0.084888,0.252144,0.259259,0
0.093871,0.904688,0.35434,0.440022,0.403435,0.342971,0.692746,0.666667,0.980255,0.01362,0.891257,0.255467,0.081193,0.231561,0.222222,0
0.065157,0.903906,0.320348,0.598959,0.374687,0.210369,0.529144,0.666667,0.965878,0.021702,0.95813,0.147004,0.066791,0.25729,0.222222,0
0.059636,0.863281,0.266212,0.428678,0.380522,0.333001,0.593646,0.666667,0.950551,0.014328,0.953888,0.247031,0.115076,0.180103,0.222222,0
0.049144,0.907813,0.225925,0.561432,0.346526,0.262213,0.548857,0.666667,0.934678,0.010797,0.936353,0.188343,0.104215,0.200686,0.222222,0
0.069575,0.88125,0.168642,0.525377,0.401675,0.331007,0.558439,0.666667,0.887612,0.037722,0.888269,0.247699,0.101915,0.267581,0.407407,0
0.064605,0.899219,0.35434,0.472398,0.411648,0.313061,0.629617,0.666667,0.974148,0.021646,0.862992,0.230721,0.101339,0.144082,0.148148,0
0.053009,0.778906,0.348674,0.410138,0.424993,0.274177,0.601496,0.666667,0.959548,0.004311,0.959094,0.197875,0.102883,0.154374,0.222222,0
0.064053,0.861719,0.339862,0.445908,0.418102,0.31007,0.615694,0.666667,0.963388,0.006435,0.959011,0.2274,0.100684,0.246998,0.259259,0
0.110436,0.879688,0.319718,0.451795,0.394048,0.317049,0.699129,0.666667,0.967014,0.023377,0.967368,0.235516,0.064766,0.29331,0.333333,0
0.092766,0.80625,0.320348,0.259654,0.414329,0.423729,0.669886,0.666667,0.967594,0.043296,0.963234,0.324196,0.103098,0.319039,0.296296,0
0.051353,0.85625,0.421065,0.475341,0.500825,0.283151,0.525834,0.666667,0.955884,0.029123,0.957133,0.206795,0.1097,0.324185,0.296296,0
0.040309,0.78125,0.453168,0.359081,0.571814,0.333001,0.52114,0.666667,0.941832,0.03186,0.943419,0.248306,0.15435,0.303602,0.259259,0
0.056875,0.81875,0.460093,0.34878,0.628136,0.388833,0.494259,0.666667,0.928132,0.061808,0.937045,0.300917,0.14352,0.25729,0.222222,0
0.067366,0.895313,0.465129,0.276669,0.65395,0.509472,0.548385,0.666667,0.9385,0.084124,0.727881,0.402068,0.165505,0.349914,0.296296,0
0.212038,0.911719,0.483384,0.416475,0.557733,0.373878,0.687957,0.666667,0.967086,0.057714,0.602246,0.287263,0.041131,0.262436,0.185185,0
0.060188,0.864844,0.4752,0.362024,0.619336,0.402792,0.461165,0.666667,0.940661,0.061692,0.952199,0.310858,0.141635,0.216123,0.222222,0
0.066262,0.884375,0.480866,0.38851,0.6021,0.388833,0.557161,0.666667,0.948321,0.046729,0.953347,0.295925,0.125312,0.432247,0.444444,0
0.018774,0.961719,0.480866,0.459889,0.569467,0.380857,0.461473,0.666667,0.961537,0.046757,0.784276,0.290101,0.278464,0.190395,0.259259,0
0.053562,0.910938,0.479607,0.48785,0.566534,0.318046,0.53586,0.666667,0.954905,0.024567,0.952967,0.235039,0.119434,0.226415,0.222222,0
0.077858,0.9125,0.481495,0.256802,0.695018,0.548355,0.598392,0.666667,0.934745,0.081745,0.938053,0.433852,0.158376,0.272727,0.185185,0
0.071231,0.307031,0.634459,0.753482,0.539546,0.393819,0.623071,1,0.465914,0.024281,0.467208,0.298278,0.119061,0.29331,0.333333,0
0.053562,0.477344,0.552627,0.941116,0.509038,0.409771,0.594257,1,0.485365,0.031118,0.47739,0.311355,0.155095,0.241852,0.259259,0
0.067918,0.377344,0.600467,0.941116,0.476184,0.501496,0.103909,1,0.462755,0.011221,0.455213,0.385308,0.157865,0.092624,0.296296,0
0.045279,0.460938,0.309017,0.809474,0.360878,0.312064,0.550529,1,0.521378,0.007805,0.512475,0.229157,0.132169,0.205832,0.259259,0
0.076753,0.698438,0.227814,0.422362,0.251483,0.191426,0.670949,0.666667,0.99325,0.013669,0.784768,0.129628,0.051822,0.267581,0.222222,0
0.370514,0.835938,0.262435,0.344365,0.229775,0.36989,0.882372,0.666667,0.019664,0.032098,0.434437,0.280639,0.020986,0.19554,0.148148,0
0.533407,0.536719,0.523041,0.385571,0.319245,0.220339,0.951252,0,0.176639,0.16015,0.50217,0.45062,0.02339,0.421955,0.333333,0
0.187189,0.560938,0.441838,0.607789,0.73374,0.299103,0.634349,0.333333,0.714779,0.007689,0.715548,0.218947,0.035467,0.730703,0.666667,0
0.072336,0.749219,0.339232,0.362024,0.357673,0.283151,0.639084,0.666667,0.994053,0.013943,0.655493,0.205147,0.082804,0.19554,0.148148,0
0.067918,0.826563,0.356228,0.530528,0.382314,0.202393,0.655758,0.666667,0.984929,0.023329,0.671754,0.140611,0.061989,0.164666,0.185185,0
0.144119,0.8625,0.313423,0.419209,0.31483,0.325025,0.706463,0.666667,0.003818,0.013999,0.480685,0.241469,0.051344,0.15952,0.222222,0
0.102154,0.785938,0.312164,0.519122,0.352979,0.181456,0.637697,0.666667,0.973035,0.020569,0.871456,0.122988,0.037773,0.169811,0.148148,0
0.112645,0.891406,0.358746,0.621034,0.377034,0.177468,0.463308,0.666667,0.98962,0.028262,0.574942,0.123808,0.034457,0.123499,0.111111,0
0.919382,0.8375,0.356228,0.356506,0.262043,0.371884,0.859929,0.666667,0.043802,0.044713,0.232842,0.287818,0.004812,0.303602,0.148148,0
0.174489,0.703125,0.320977,0.239142,0.289617,0.351944,0.799018,0.666667,0.018208,0.027705,0.212207,0.264365,0.046331,0.319039,0.185185,0
0.369409,0.828906,0.280061,0.273726,0.27495,0.420738,0.88213,0.666667,0.006261,0.015284,0.347237,0.322074,0.024763,0.329331,0.148148,0
0.12148,0.786719,0.285726,0.358458,0.25176,0.319043,0.729819,0.666667,0.02263,0.033441,0.462855,0.237705,0.059724,0.252144,0.148148,0
0.226946,0.735938,0.278802,0.277208,0.313552,0.344965,0.852074,0.666667,0.989421,0.020083,0.752535,0.257214,0.034005,0.380789,0.222222,0
0.109884,0.752344,0.261176,0.338478,0.267323,0.305085,0.71699,0.666667,0.003449,0.035372,0.490799,0.226128,0.06257,0.272727,0.185185,0
0.124241,0.75625,0.302722,0.29948,0.322472,0.340977,0.630113,0.666667,0.995598,0.04897,0.533227,0.261686,0.064204,0.231561,0.185185,0
0.104914,0.745313,0.276284,0.317875,0.280817,0.317049,0.716913,0.666667,0.00361,0.021004,0.453061,0.235269,0.067853,0.25729,0.222222,0
0.120928,0.759375,0.308387,0.336024,0.313507,0.313061,0.740629,0.666667,0.002247,0.01812,0.608345,0.230213,0.058145,0.288165,0.185185,0
0.094423,0.753125,0.318459,0.363496,0.369993,0.287139,0.537695,0.666667,0.976524,0.041761,0.675816,0.215636,0.068748,0.200686,0.111111,0
0.07344,0.792188,0.314682,0.421448,0.33434,0.266201,0.61803,0.666667,0.993976,0.031419,0.63922,0.194589,0.077856,0.19554,0.222222,0
0.085588,0.834375,0.348674,0.409117,0.330099,0.312064,0.655103,0.666667,0.013002,0.039022,0.458588,0.232862,0.080673,0.216123,0.222222,0
0.08614,0.725781,0.356228,0.328912,0.389941,0.293121,0.691037,0.666667,0.98531,0.011784,0.983269,0.213839,0.074034,0.313894,0.222222,0
0.130315,0.847656,0.332937,0.386309,0.350549,0.340977,0.722882,0.666667,0.99563,0.013289,0.750755,0.253515,0.059457,0.319039,0.148148,0
0.149641,0.848438,0.345527,0.340784,0.343214,0.37986,0.776906,0.666667,0.003891,0.026085,0.432334,0.286715,0.058687,0.339623,0.185185,0
0.109884,0.788281,0.30524,0.372326,0.311911,0.305085,0.694023,0.666667,0.001608,0.022794,0.647085,0.22474,0.062201,0.210978,0.222222,0
0.125897,0.817188,0.312794,0.386307,0.323645,0.316052,0.727971,0.666667,0.999407,0.0419,0.757069,0.237005,0.057545,0.164666,0.222222,0
0.069023,0.802344,0.277543,0.434135,0.306631,0.264207,0.566009,0.666667,0.98977,0.033356,0.47262,0.19347,0.081597,0.154374,0.148148,0
0.078962,0.803125,0.275654,0.459153,0.280817,0.24327,0.615133,0.666667,0.004351,0.045066,0.545543,0.17906,0.067746,0.19554,0.111111,0
0.505798,0.840625,0.26873,0.747595,0.303698,0.035892,0.83111,0.666667,0.912325,0.364844,0.452076,0.617255,0.036011,0.427101,0.222222,0
0.071784,0.921875,0.280061,0.608525,0.335379,0.216351,0.607054,0.666667,0.968075,0.019641,0.972593,0.151014,0.063013,0.144082,0.185185,0
0.057427,0.841406,0.261806,0.52355,0.311702,0.222333,0.581491,0.666667,0.973781,0.020266,0.846356,0.156233,0.078183,0.174957,0.185185,0
0.092766,0.797656,0.303352,0.381156,0.323645,0.305085,0.69048,0.666667,0.994785,0.013758,0.80417,0.223713,0.072327,0.205832,0.222222,0
0.10381,0.745313,0.26936,0.334063,0.27495,0.303091,0.678305,0.666667,0.003471,0.010978,0.230434,0.222698,0.065008,0.241852,0.222222,0
